"CVEGEO","NOMGEO","n_schools_avg","no_n_schools_avg","pct_con_bebederos","no_pct_con_bebederos","pct_con_proteccion_civil","no_pct_con_proteccion_civil","pct_con_cancha","no_pct_con_cancha","avg_anio_creacion","no_avg_anio_creacion"
11028,"SALVATIERRA",2,0,0.5,0,0.5,0,1,0,1975,0
11029,"SAN DIEGO DE LA UNION",2,0,0.5,0,0,0,1,0,1992.5,0
11032,"SAN JOSE ITURBIDE",2,0,0.833333333333333,0,0,0,0.333333333333333,0,1989,0
11033,"SAN LUIS DE LA PAZ",8,0,0.5,0,0.375,0,0.75,0,1987.75,0
11034,"SANTA CATARINA",0,1,0,1,0,1,0,1,0,1
11037,"SILAO DE LA VICTORIA",8,0,0.766666666666667,0,0.566666666666667,0,0.833333333333333,0,1975.63333333333,0
11042,"VALLE DE SANTIAGO",7,0,0.428571428571429,0,0,0,0.857142857142857,0,1980.42857142857,0
11043,"VICTORIA",2,0,0,0,0,0,0.5,0,1996.5,0
11045,"XICHU",0,1,0,1,0,1,0,1,0,1
11044,"VILLAGRAN",2,0,1,0,0.5,0,1,0,1980,0
11046,"YURIRIA",4,0,0.25,0,0,0,0.5,0,1988.75,0
11001,"ABASOLO",5,0,0.4,0,0.4,0,0.6,0,1981.4,0
11003,"SAN MIGUEL DE ALLENDE",6,0,0.166666666666667,0,0,0,0.833333333333333,0,1987.66666666667,0
11004,"APASEO EL ALTO",2,0,0,0,0,0,1,0,1984.5,0
11005,"APASEO EL GRANDE",0,1,0,1,0,1,0,1,0,1
11006,"ATARJEA",2,0,0,0,0,0,0.5,0,1998,0
11008,"MANUEL DOBLADO",2,0,0.5,0,0.5,0,0.5,0,1968.5,0
11009,"COMONFORT",8,0,0.5,0,0.125,0,0.5,0,1986.125,0
11010,"CORONEO",0,1,0,1,0,1,0,1,0,1
11015,"GUANAJUATO",1.5,0,0.5,0,0,0,0.75,0,1985.5,0
11016,"HUANIMARO",1,0,0,0,0,0,1,0,1991,0
11017,"IRAPUATO",12,0,0.30952380952381,0,0.0714285714285714,0,0.785714285714286,0,1979.57142857143,0
11018,"JARAL DEL PROGRESO",1,0,1,0,0,0,1,0,1978,0
12033,"HUAMUXTITLAN",1,0,0,0,0,0,1,0,1993,0
12031,"GENERAL CANUTO A. NERI",0,1,0,1,0,1,0,1,0,1
12083,"NUU SAVI",0,1,0,1,0,1,0,1,0,1
12082,"LAS VIGAS",0,1,0,1,0,1,0,1,0,1
12073,"ZIRANDARO",2.5,0,0,0,0,0,0.583333333333333,0,1983.66666666667,0
12065,"TLALIXTAQUILLA DE MALDONADO",2,0,0,0,0,0,0.5,0,2003.5,0
12047,"PEDRO ASCENCIO ALQUISIRAS",0,1,0,1,0,1,0,1,0,1
12054,"SAN MIGUEL TOTOLAPAN",0,1,0,1,0,1,0,1,0,1
12053,"SAN MARCOS",4.5,0,0.225,0,0.225,0,0.55,0,1969.675,0
12066,"TLAPA DE COMONFORT",24.5,0,0.0333333333333333,0,0.0692982456140351,0,0.370175438596491,0,1988.81754385965,0
12048,"PETATLAN",2,0,0,0,0.5,0,1,0,1988.5,0
12007,"ARCELIA",3,0,0.1,0,0.5,0,0.8,0,1970.3,0
12012,"AYUTLA DE LOS LIBRES",20,0,0.0227272727272727,0,0,0,0.5,0,1985.59848484848,0
12006,"APAXTLA",1,0,0.5,0,0,0,1,0,1970,0
12010,"ATLIXTAC",6.5,0,0,0,0.125,0,0.513888888888889,0,1992.31944444444,0
12011,"ATOYAC DE ALVAREZ",7,0,0.229166666666667,0,0.0625,0,0.541666666666667,0,1979.3125,0
12032,"GENERAL HELIODORO CASTILLO",2,0,0,0,0,0,0.5,0,1986,0
12028,"CHILAPA DE ALVAREZ",31,0,0,0,0.108465608465608,0,0.285185185185185,0,1988.02751322751,0
12029,"CHILPANCINGO DE LOS BRAVO",15.5,0,0.21195652173913,0,0.27445652173913,0,0.551630434782609,0,1977.9972826087,0
12004,"ALCOZAUCA DE GUERRERO",7,0,0.0555555555555555,0,0.0555555555555556,0,0.577777777777778,0,1982.66666666667,0
12068,"LA UNION DE ISIDORO MONTES DE OCA",2.5,0,0,0,0,0,0.583333333333333,0,1975.58333333333,0
12039,"JUAN R. ESCUDERO",2,0,0,0,0.5,0,0.333333333333333,0,1975.33333333333,0
12038,"ZIHUATANEJO DE AZUETA",9.5,0,0.142857142857143,0,0.142857142857143,0,0.478571428571429,0,1979.80714285714,0
12043,"METLATONOC",16,0,0.03125,0,0.03125,0,0.375,0,1993.125,0
12030,"FLORENCIO VILLARREAL",0,1,0,1,0,1,0,1,0,1
12064,"TLALCHAPA",3,0,0,0,0,0,0.666666666666667,0,1981.66666666667,0
12067,"TLAPEHUALA",2,0,0,0,0.166666666666667,0,0,0,1977,0
12001,"ACAPULCO DE JUAREZ",15.5,0,0.420833333333333,0,0.13125,0,0.520833333333333,0,1983.51458333333,0
12019,"COPALILLO",5,0,0,0,0.291666666666667,0,0.25,0,1987.875,0
12045,"OLINALA",11,0,0,0,0.0416666666666667,0,0.191666666666667,0,1984.40833333333,0
12008,"ATENANGO DEL RIO",1,0,0,0,0.5,0,0.5,0,1992.5,0
12009,"ATLAMAJALCINGO DEL MONTE",8,0,0,0,0.0833333333333333,0,0.416666666666667,0,1987.61666666667,0
12046,"OMETEPEC",15,0,0.144796380090498,0,0,0,0.531674208144796,0,1985.01131221719,0
12036,"IGUALAPA",3.5,0,0,0,0,0,0.333333333333333,0,1984.75,0
12044,"MOCHITLAN",2,0,0.666666666666667,0,0,0,0,0,1988.33333333333,0
12042,"MARTIR DE CUILAPAN",2,0,0.166666666666667,0,0.166666666666667,0,0.5,0,1987.33333333333,0
12040,"LEONARDO BRAVO",3,0,0.666666666666667,0,0,0,0.666666666666667,0,1960,0
12076,"ACATEPEC",5.5,0,0,0,0,0,0.183333333333333,0,1989.06666666667,0
12075,"EDUARDO NERI",2,0,0.666666666666667,0,0.5,0,0.333333333333333,0,1982.16666666667,0
12074,"ZITLALA",7.5,0,0,0,0.125,0,0.401785714285714,0,1987.07142857143,0
12072,"ZAPOTITLAN TABLAS",8,0,0,0,0.142857142857143,0,0.777777777777778,0,1981.38095238095,0
12071,"XOCHISTLAHUACA",13.5,0,0,0,0,0,0.633333333333333,0,1986.5,0
12070,"XOCHIHUEHUETLAN",0,1,0,1,0,1,0,1,0,1
12069,"XALPATLAHUAC",12,0,0,0,0.1,0,0.422222222222222,0,1984.88888888889,0
12052,"SAN LUIS ACATLAN",12.5,0,0.0384615384615385,0,0.115384615384615,0,0.516025641025641,0,1988.75,0
12041,"MALINALTEPEC",17.5,0,0,0,0.0333333333333333,0,0.25,0,1984.66666666667,0
12062,"TLACOACHISTLAHUACA",8.5,0,0.0416666666666667,0,0,0,0.55,0,1991.00833333333,0
12023,"CUAJINICUILAPA",0,1,0,1,0,1,0,1,0,1
12013,"AZOYU",2,0,0,0,0,0,0.5,0,2001,0
12024,"CUALAC",3.5,0,0,0,0.125,0,0.458333333333333,0,1990.875,0
12027,"CUTZAMALA DE PINZON",3,0,0,0,0.375,0,0.625,0,1985.25,0
12037,"IXCATEOPAN DE CUAUHTEMOC",0,1,0,1,0,1,0,1,0,1
12055,"TAXCO DE ALARCON",5,0,0,0,0.0555555555555556,0,0.277777777777778,0,1974.83333333333,0
12025,"CUAUTEPEC",1.5,0,0,0,0,0,0.25,0,1978.5,0
12026,"CUETZALA DEL PROGRESO",1.5,0,0,0,0,0,1,0,1961.75,0
12059,"TEPECOACUILCO DE TRUJANO",5,0,0.0714285714285714,0,0,0,0.619047619047619,0,1974.28571428571,0
12077,"MARQUELIA",4,0,0,0,0.25,0,0.25,0,1996,0
12078,"COCHOAPA EL GRANDE",9,0,0,0,0.0625,0,0.3875,0,1997.9375,0
12061,"TIXTLA DE GUERRERO",5,0,0.0714285714285714,0,0,0,0.761904761904762,0,1973.85714285714,0
12018,"COPALA",0,1,0,1,0,1,0,1,0,1
12056,"TECOANAPA",2.5,0,0.166666666666667,0,0,0,0.75,0,1975.66666666667,0
12003,"AJUCHITLAN DEL PROGRESO",3.5,0,0,0,0,0,0.125,0,1979.875,0
12002,"AHUACUOTZINGO",1,0,0,0,0,0,1,0,1973,0
12035,"IGUALA DE LA INDEPENDENCIA",9,0,0,0,0.266666666666667,0,0.6,0,1982.43333333333,0
12016,"COAHUAYUTLA DE JOSE MARIA IZAZAGA",0,1,0,1,0,1,0,1,0,1
12017,"COCULA",1,0,0,0,0,0,0,0,1965,0
12020,"COPANATOYAC",15.5,0,0,0,0,0,0.461904761904762,0,1991.5619047619,0
12057,"TECPAN DE GALEANA",4.5,0,0.333333333333333,0,0,0,0.75,0,1979.58333333333,0
12021,"COYUCA DE BENITEZ",2.5,0,0.166666666666667,0,0.166666666666667,0,0.833333333333333,0,1981.41666666667,0
12022,"COYUCA DE CATALAN",3,0,0,0,0,0,0.666666666666667,0,1966,0
12060,"TETIPAC",1,0,0,0,0,0,1,0,1988,0
12063,"TLACOAPA",6,0,0,0,0.1,0,0.271428571428571,0,1983.08571428571,0
12058,"TELOLOAPAN",5,0,0,0,0.0714285714285714,0,0.833333333333333,0,1970.66666666667,0
12051,"QUECHULTENANGO",10,0,0.104166666666667,0,0.166666666666667,0,0.5,0,1980.25,0
12050,"PUNGARABATO",3.5,0,0,0,0,0,0.541666666666667,0,1982.20833333333,0
12081,"ILIATENCO",9.5,0,0,0,0.0454545454545454,0,0.295454545454545,0,1990.46590909091,0
12080,"JUCHITAN",1,0,0,0,0,0,1,0,1966,0
12005,"ALPOYECA",2,0,0,0,0,0,0.5,0,2001.75,0
12014,"BENITO JUAREZ",2,0,0,0,0,0,0.166666666666667,0,1985.83333333333,0
12014,"BENITO JUAREZ",3,0,0,0,0,0,0.333333333333333,0,1994.66666666667,0
12015,"BUENAVISTA DE CUELLAR",6,0,0.166666666666667,0,0.333333333333333,0,0.666666666666667,0,1978.66666666667,0
12049,"PILCAYA",0,1,0,1,0,1,0,1,0,1
12079,"JOSE JOAQUIN DE HERRERA",15,0,0,0,0,0,0.4,0,1991.23333333333,0
12034,"HUITZUCO DE LOS FIGUEROA",5.5,0,0,0,0,0,0.25,0,1978.3125,0
12085,"SAN NICOLAS",0,1,0,1,0,1,0,1,0,1
12084,"SANTA CRUZ DEL RINCON",0,1,0,1,0,1,0,1,0,1
13004,"AGUA BLANCA DE ITURBIDE",0,1,0,1,0,1,0,1,0,1
13010,"ATITALAQUIA",0,1,0,1,0,1,0,1,0,1
13081,"ZACUALTIPAN DE ANGELES",0,1,0,1,0,1,0,1,0,1
13034,"LOLOTLA",0,1,0,1,0,1,0,1,0,1
13080,"YAHUALICA",0,1,0,1,0,1,0,1,0,1
13079,"XOCHICOATLAN",0,1,0,1,0,1,0,1,0,1
13041,"MIXQUIAHUALA DE JUAREZ",0,1,0,1,0,1,0,1,0,1
13032,"JALTOCAN",0,1,0,1,0,1,0,1,0,1
13019,"CHILCUAUTLA",0,1,0,1,0,1,0,1,0,1
13082,"ZAPOTLAN DE JUAREZ",0,1,0,1,0,1,0,1,0,1
13050,"PROGRESO DE OBREGON",0,1,0,1,0,1,0,1,0,1
13083,"ZEMPOALA",0,1,0,1,0,1,0,1,0,1
13018,"CHAPULHUACAN",0,1,0,1,0,1,0,1,0,1
13035,"METEPEC",0,1,0,1,0,1,0,1,0,1
13036,"SAN AGUSTIN METZQUITITLAN",0,1,0,1,0,1,0,1,0,1
13037,"METZTITLAN",0,1,0,1,0,1,0,1,0,1
13020,"ELOXOCHITLAN",0,1,0,1,0,1,0,1,0,1
13022,"EPAZOYUCAN",0,1,0,1,0,1,0,1,0,1
13023,"FRANCISCO I. MADERO",0,1,0,1,0,1,0,1,0,1
13052,"SAN AGUSTIN TLAXIACA",0,1,0,1,0,1,0,1,0,1
13024,"HUASCA DE OCAMPO",0,1,0,1,0,1,0,1,0,1
13009,"EL ARENAL",0,1,0,1,0,1,0,1,0,1
13038,"MINERAL DEL CHICO",0,1,0,1,0,1,0,1,0,1
13071,"TLAHUILTEPA",0,1,0,1,0,1,0,1,0,1
13064,"TEPETITLAN",0,1,0,1,0,1,0,1,0,1
13053,"SAN BARTOLO TUTOTEPEC",0,1,0,1,0,1,0,1,0,1
13008,"APAN",0,1,0,1,0,1,0,1,0,1
13007,"ALMOLOYA",0,1,0,1,0,1,0,1,0,1
13068,"TIANGUISTENGO",0,1,0,1,0,1,0,1,0,1
13069,"TIZAYUCA",0,1,0,1,0,1,0,1,0,1
13076,"TULA DE ALLENDE",0,1,0,1,0,1,0,1,0,1
13078,"XOCHIATIPAN",0,1,0,1,0,1,0,1,0,1
13074,"TLAXCOAPAN",0,1,0,1,0,1,0,1,0,1
13051,"MINERAL DE LA REFORMA",0,1,0,1,0,1,0,1,0,1
13030,"IXMIQUILPAN",0,1,0,1,0,1,0,1,0,1
13031,"JACALA DE LEDEZMA",0,1,0,1,0,1,0,1,0,1
13029,"HUICHAPAN",0,1,0,1,0,1,0,1,0,1
13070,"TLAHUELILPAN",0,1,0,1,0,1,0,1,0,1
13025,"HUAUTLA",0,1,0,1,0,1,0,1,0,1
13054,"SAN SALVADOR",0,1,0,1,0,1,0,1,0,1
13055,"SANTIAGO DE ANAYA",0,1,0,1,0,1,0,1,0,1
13006,"ALFAJAYUCAN",0,1,0,1,0,1,0,1,0,1
13048,"PACHUCA DE SOTO",0,1,0,1,0,1,0,1,0,1
13026,"HUAZALINGO",0,1,0,1,0,1,0,1,0,1
13027,"HUEHUETLA",0,1,0,1,0,1,0,1,0,1
13028,"HUEJUTLA DE REYES",0,1,0,1,0,1,0,1,0,1
13043,"NICOLAS FLORES",0,1,0,1,0,1,0,1,0,1
13065,"TETEPANGO",0,1,0,1,0,1,0,1,0,1
13063,"TEPEJI DEL RIO DE OCAMPO",0,1,0,1,0,1,0,1,0,1
13033,"JUAREZ HIDALGO",0,1,0,1,0,1,0,1,0,1
13013,"ATOTONILCO DE TULA",0,1,0,1,0,1,0,1,0,1
13014,"CALNALI",0,1,0,1,0,1,0,1,0,1
13015,"CARDONAL",0,1,0,1,0,1,0,1,0,1
13016,"CUAUTEPEC DE HINOJOSA",0,1,0,1,0,1,0,1,0,1
13021,"EMILIANO ZAPATA",1,0,0.5,0,0,0,0.5,0,1985.5,0
13005,"AJACUBA",0,1,0,1,0,1,0,1,0,1
13017,"CHAPANTONGO",0,1,0,1,0,1,0,1,0,1
13066,"VILLA DE TEZONTEPEC",0,1,0,1,0,1,0,1,0,1
13067,"TEZONTEPEC DE ALDAMA",0,1,0,1,0,1,0,1,0,1
13044,"NOPALA DE VILLAGRAN",0,1,0,1,0,1,0,1,0,1
13045,"OMITLAN DE JUAREZ",0,1,0,1,0,1,0,1,0,1
13046,"SAN FELIPE ORIZATLAN",0,1,0,1,0,1,0,1,0,1
13039,"MINERAL DEL MONTE",0,1,0,1,0,1,0,1,0,1
13047,"PACULA",0,1,0,1,0,1,0,1,0,1
13049,"PISAFLORES",0,1,0,1,0,1,0,1,0,1
13077,"TULANCINGO DE BRAVO",0,1,0,1,0,1,0,1,0,1
13062,"TEPEHUACAN DE GUERRERO",0,1,0,1,0,1,0,1,0,1
13003,"ACTOPAN",0,1,0,1,0,1,0,1,0,1
13002,"ACAXOCHITLAN",0,1,0,1,0,1,0,1,0,1
13001,"ACATLAN",0,1,0,1,0,1,0,1,0,1
13061,"TEPEAPULCO",0,1,0,1,0,1,0,1,0,1
13058,"TASQUILLO",0,1,0,1,0,1,0,1,0,1
13073,"TLANCHINOL",0,1,0,1,0,1,0,1,0,1
13072,"TLANALAPA",0,1,0,1,0,1,0,1,0,1
13059,"TECOZAUTLA",0,1,0,1,0,1,0,1,0,1
13060,"TENANGO DE DORIA",0,1,0,1,0,1,0,1,0,1
13012,"ATOTONILCO EL GRANDE",0,1,0,1,0,1,0,1,0,1
13011,"ATLAPEXCO",0,1,0,1,0,1,0,1,0,1
13040,"LA MISION",0,1,0,1,0,1,0,1,0,1
13042,"MOLANGO DE ESCAMILLA",0,1,0,1,0,1,0,1,0,1
13056,"SANTIAGO TULANTEPEC DE LUGO GUERRERO",0,1,0,1,0,1,0,1,0,1
13057,"SINGUILUCAN",0,1,0,1,0,1,0,1,0,1
13084,"ZIMAPAN",0,1,0,1,0,1,0,1,0,1
13075,"TOLCAYUCA",0,1,0,1,0,1,0,1,0,1
14122,"ZAPOTITLAN DE VADILLO",0,1,0,1,0,1,0,1,0,1
14019,"BOLANOS",0,1,0,1,0,1,0,1,0,1
14065,"PIHUAMO",0,1,0,1,0,1,0,1,0,1
14101,"TONALA",1,0,0,0,1,0,0,0,1994,0
14076,"SAN MARTIN DE BOLANOS",0,1,0,1,0,1,0,1,0,1
14023,"ZAPOTLAN EL GRANDE",0,1,0,1,0,1,0,1,0,1
14074,"SAN JULIAN",0,1,0,1,0,1,0,1,0,1
14073,"SAN JUAN DE LOS LAGOS",0,1,0,1,0,1,0,1,0,1
14062,"MIXTLAN",0,1,0,1,0,1,0,1,0,1
14113,"SAN GABRIEL",0,1,0,1,0,1,0,1,0,1
14087,"TECALITLAN",0,1,0,1,0,1,0,1,0,1
14014,"ATOYAC",0,1,0,1,0,1,0,1,0,1
14015,"AUTLAN DE NAVARRO",0,1,0,1,0,1,0,1,0,1
14097,"TLAJOMULCO DE ZUNIGA",0,1,0,1,0,1,0,1,0,1
14055,"MAGDALENA",0,1,0,1,0,1,0,1,0,1
14063,"OCOTLAN",0,1,0,1,0,1,0,1,0,1
14086,"TAPALPA",0,1,0,1,0,1,0,1,0,1
14043,"LA HUERTA",0,1,0,1,0,1,0,1,0,1
14116,"VILLA HIDALGO",4,0,0,0,0.0833333333333333,0,0.333333333333333,0,1993.33333333333,0
14012,"ATENGUILLO",0,1,0,1,0,1,0,1,0,1
14117,"CANADAS DE OBREGON",0,1,0,1,0,1,0,1,0,1
14118,"YAHUALICA DE GONZALEZ GALLO",0,1,0,1,0,1,0,1,0,1
14017,"AYUTLA",0,1,0,1,0,1,0,1,0,1
14119,"ZACOALCO DE TORRES",0,1,0,1,0,1,0,1,0,1
14120,"ZAPOPAN",0,1,0,1,0,1,0,1,0,1
14121,"ZAPOTILTIC",0,1,0,1,0,1,0,1,0,1
14123,"ZAPOTLAN DEL REY",0,1,0,1,0,1,0,1,0,1
14069,"QUITUPAN",0,1,0,1,0,1,0,1,0,1
14112,"VALLE DE JUAREZ",0,1,0,1,0,1,0,1,0,1
14111,"VALLE DE GUADALUPE",0,1,0,1,0,1,0,1,0,1
14079,"GOMEZ FARIAS",1,0,1,0,0,0,1,0,1982,0
14078,"SAN MIGUEL EL ALTO",0,1,0,1,0,1,0,1,0,1
14077,"SAN MARTIN HIDALGO",0,1,0,1,0,1,0,1,0,1
14075,"SAN MARCOS",4.5,0,0.225,0,0.225,0,0.55,0,1969.675,0
14098,"SAN PEDRO TLAQUEPAQUE",0,1,0,1,0,1,0,1,0,1
14105,"TOTOTLAN",0,1,0,1,0,1,0,1,0,1
14104,"TOTATICHE",0,1,0,1,0,1,0,1,0,1
14103,"TONILA",0,1,0,1,0,1,0,1,0,1
14024,"COCULA",1,0,0,0,0,0,0,0,1965,0
14102,"TONAYA",0,1,0,1,0,1,0,1,0,1
14100,"TOMATLAN",0,1,0,1,0,1,0,1,0,1
14099,"TOLIMAN",0,1,0,1,0,1,0,1,0,1
14093,"TEPATITLAN DE MORELOS",0,1,0,1,0,1,0,1,0,1
14124,"ZAPOTLANEJO",0,1,0,1,0,1,0,1,0,1
14115,"VILLA GUERRERO",0,1,0,1,0,1,0,1,0,1
14021,"CASIMIRO CASTILLO",0,1,0,1,0,1,0,1,0,1
14070,"EL SALTO",0,1,0,1,0,1,0,1,0,1
14020,"CABO CORRIENTES",0,1,0,1,0,1,0,1,0,1
14018,"LA BARCA",0,1,0,1,0,1,0,1,0,1
14051,"JUANACATLAN",0,1,0,1,0,1,0,1,0,1
14044,"IXTLAHUACAN DE LOS MEMBRILLOS",0,1,0,1,0,1,0,1,0,1
14039,"GUADALAJARA",0,1,0,1,0,1,0,1,0,1
14022,"CIHUATLAN",0,1,0,1,0,1,0,1,0,1
14016,"AYOTLAN",0,1,0,1,0,1,0,1,0,1
14080,"SAN SEBASTIAN DEL OESTE",0,1,0,1,0,1,0,1,0,1
14125,"SAN IGNACIO CERRO GORDO",0,1,0,1,0,1,0,1,0,1
14072,"SAN DIEGO DE ALEJANDRIA",0,1,0,1,0,1,0,1,0,1
14066,"PONCITLAN",0,1,0,1,0,1,0,1,0,1
14110,"UNION DE TULA",0,1,0,1,0,1,0,1,0,1
14092,"TEOCUITATLAN DE CORONA",0,1,0,1,0,1,0,1,0,1
14091,"TEOCALTICHE",0,1,0,1,0,1,0,1,0,1
14002,"ACATLAN DE JUAREZ",0,1,0,1,0,1,0,1,0,1
14003,"AHUALULCO DE MERCADO",0,1,0,1,0,1,0,1,0,1
14005,"AMATITAN",0,1,0,1,0,1,0,1,0,1
14109,"UNION DE SAN ANTONIO",0,1,0,1,0,1,0,1,0,1
14108,"TUXPAN",0,1,0,1,0,1,0,1,0,1
14088,"TECOLOTLAN",0,1,0,1,0,1,0,1,0,1
14090,"TENAMAXTLAN",0,1,0,1,0,1,0,1,0,1
14071,"SAN CRISTOBAL DE LA BARRANCA",0,1,0,1,0,1,0,1,0,1
14068,"VILLA PURIFICACION",0,1,0,1,0,1,0,1,0,1
14067,"PUERTO VALLARTA",0,1,0,1,0,1,0,1,0,1
14114,"VILLA CORONA",0,1,0,1,0,1,0,1,0,1
14107,"TUXCUECA",0,1,0,1,0,1,0,1,0,1
14106,"TUXCACUESCO",0,1,0,1,0,1,0,1,0,1
14025,"COLOTLAN",0,1,0,1,0,1,0,1,0,1
14027,"CUAUTITLAN DE GARCIA BARRAGAN",0,1,0,1,0,1,0,1,0,1
14028,"CUAUTLA",0,1,0,1,0,1,0,1,0,1
14011,"ATENGO",0,1,0,1,0,1,0,1,0,1
14064,"OJUELOS DE JALISCO",0,1,0,1,0,1,0,1,0,1
14032,"CHIQUILISTLAN",0,1,0,1,0,1,0,1,0,1
14030,"CHAPALA",0,1,0,1,0,1,0,1,0,1
14029,"CUQUIO",0,1,0,1,0,1,0,1,0,1
14094,"TEQUILA",0,1,0,1,0,1,0,1,0,1
14095,"TEUCHITLAN",0,1,0,1,0,1,0,1,0,1
14096,"TIZAPAN EL ALTO",0,1,0,1,0,1,0,1,0,1
14061,"MEZQUITIC",0,1,0,1,0,1,0,1,0,1
14060,"MEXTICACAN",0,1,0,1,0,1,0,1,0,1
14059,"MAZAMITLA",0,1,0,1,0,1,0,1,0,1
14058,"MASCOTA",0,1,0,1,0,1,0,1,0,1
14057,"LA MANZANILLA DE LA PAZ",0,1,0,1,0,1,0,1,0,1
14056,"SANTA MARIA DEL ORO",0,1,0,1,0,1,0,1,0,1
14054,"EL LIMON",0,1,0,1,0,1,0,1,0,1
14085,"TAMAZULA DE GORDIANO",0,1,0,1,0,1,0,1,0,1
14084,"TALPA DE ALLENDE",0,1,0,1,0,1,0,1,0,1
14053,"LAGOS DE MORENO",0,1,0,1,0,1,0,1,0,1
14052,"JUCHITLAN",0,1,0,1,0,1,0,1,0,1
14050,"JOCOTEPEC",0,1,0,1,0,1,0,1,0,1
14031,"CHIMALTITAN",0,1,0,1,0,1,0,1,0,1
14049,"JILOTLAN DE LOS DOLORES",0,1,0,1,0,1,0,1,0,1
14048,"JESUS MARIA",10.6666666666667,0,0.180995475113122,0,0.161387631975867,0,0.567873303167421,0,1980.24585218703,0
14047,"JAMAY",0,1,0,1,0,1,0,1,0,1
14046,"JALOSTOTITLAN",0,1,0,1,0,1,0,1,0,1
14045,"IXTLAHUACAN DEL RIO",0,1,0,1,0,1,0,1,0,1
14042,"HUEJUQUILLA EL ALTO",0,1,0,1,0,1,0,1,0,1
14041,"HUEJUCAR",0,1,0,1,0,1,0,1,0,1
14040,"HOSTOTIPAQUILLO",0,1,0,1,0,1,0,1,0,1
14038,"GUACHINANGO",0,1,0,1,0,1,0,1,0,1
14037,"EL GRULLO",0,1,0,1,0,1,0,1,0,1
14036,"ETZATLAN",0,1,0,1,0,1,0,1,0,1
14035,"ENCARNACION DE DIAZ",0,1,0,1,0,1,0,1,0,1
14034,"EJUTLA",0,1,0,1,0,1,0,1,0,1
14033,"DEGOLLADO",0,1,0,1,0,1,0,1,0,1
14010,"ATEMAJAC DE BRIZUELA",0,1,0,1,0,1,0,1,0,1
14013,"ATOTONILCO EL ALTO",0,1,0,1,0,1,0,1,0,1
14089,"TECHALUTA DE MONTENEGRO",0,1,0,1,0,1,0,1,0,1
14026,"CONCEPCION DE BUENOS AIRES",0,1,0,1,0,1,0,1,0,1
14083,"TALA",0,1,0,1,0,1,0,1,0,1
14082,"SAYULA",0,1,0,1,0,1,0,1,0,1
14081,"SANTA MARIA DE LOS ANGELES",0,1,0,1,0,1,0,1,0,1
14009,"EL ARENAL",0,1,0,1,0,1,0,1,0,1
14008,"ARANDAS",0,1,0,1,0,1,0,1,0,1
14007,"SAN JUANITO DE ESCOBEDO",0,1,0,1,0,1,0,1,0,1
14006,"AMECA",0,1,0,1,0,1,0,1,0,1
14004,"AMACUECA",0,1,0,1,0,1,0,1,0,1
14001,"ACATIC",0,1,0,1,0,1,0,1,0,1
15021,"COATEPEC HARINAS",0,1,0,1,0,1,0,1,0,1
15011,"ATENCO",0,1,0,1,0,1,0,1,0,1
15004,"ALMOLOYA DE ALQUISIRAS",0,1,0,1,0,1,0,1,0,1
15002,"ACOLMAN",0,1,0,1,0,1,0,1,0,1
15034,"ECATZINGO",0,1,0,1,0,1,0,1,0,1
15030,"CHICONCUAC",0,1,0,1,0,1,0,1,0,1
15068,"OZUMBA",0,1,0,1,0,1,0,1,0,1
15082,"TEJUPILCO",0,1,0,1,0,1,0,1,0,1
15028,"CHIAUTLA",0,1,0,1,0,1,0,1,0,1
15019,"CAPULHUAC",0,1,0,1,0,1,0,1,0,1
15118,"ZINACANTEPEC",0,1,0,1,0,1,0,1,0,1
15094,"TEPETLIXPA",0,1,0,1,0,1,0,1,0,1
15074,"SAN FELIPE DEL PROGRESO",0,1,0,1,0,1,0,1,0,1
15036,"HUEYPOXTLA",0,1,0,1,0,1,0,1,0,1
15041,"IXTAPAN DEL ORO",0,1,0,1,0,1,0,1,0,1
15085,"TEMASCALCINGO",0,1,0,1,0,1,0,1,0,1
15096,"TEQUIXQUIAC",0,1,0,1,0,1,0,1,0,1
15104,"TLALNEPANTLA DE BAZ",0,1,0,1,0,1,0,1,0,1
15076,"SAN MATEO ATENCO",0,1,0,1,0,1,0,1,0,1
15010,"APAXCO",0,1,0,1,0,1,0,1,0,1
15023,"COYOTEPEC",0,1,0,1,0,1,0,1,0,1
15025,"CHALCO",0,1,0,1,0,1,0,1,0,1
15103,"TLALMANALCO",0,1,0,1,0,1,0,1,0,1
15100,"TEZOYUCA",0,1,0,1,0,1,0,1,0,1
15040,"IXTAPAN DE LA SAL",0,1,0,1,0,1,0,1,0,1
15107,"TONATICO",0,1,0,1,0,1,0,1,0,1
15052,"MALINALCO",0,1,0,1,0,1,0,1,0,1
15109,"TULTITLAN",0,1,0,1,0,1,0,1,0,1
15012,"ATIZAPAN",0,1,0,1,0,1,0,1,0,1
15014,"ATLACOMULCO",0,1,0,1,0,1,0,1,0,1
15003,"ACULCO",0,1,0,1,0,1,0,1,0,1
15015,"ATLAUTLA",0,1,0,1,0,1,0,1,0,1
15016,"AXAPUSCO",0,1,0,1,0,1,0,1,0,1
15005,"ALMOLOYA DE JUAREZ",0,1,0,1,0,1,0,1,0,1
15024,"CUAUTITLAN",0,1,0,1,0,1,0,1,0,1
15008,"AMATEPEC",0,1,0,1,0,1,0,1,0,1
15007,"AMANALCO",0,1,0,1,0,1,0,1,0,1
