"CVEGEO","NOMGEO","n_federal_offices","no_n_federal_offices"
20048,"MAGDALENA MIXTEPEC",1,0
20522,"SANTO DOMINGO XAGACIA",1,0
20456,"SANTIAGO CACALOXTEPEC",2,0
20060,"MIXISTLAN DE LA REFORMA",2,0
20061,"MONJAS",2,0
20062,"NATIVIDAD",1,0
20063,"NAZARENO ETLA",1,0
20065,"IXPANTEPEC NIEVES",1,0
20069,"LA PE",1,0
20070,"PINOTEPA DE DON LUIS",5,0
20071,"PLUMA HIDALGO",3,0
20096,"SAN ANDRES SINAXTLA",1,0
20072,"SAN JOSE DEL PROGRESO",3,0
20097,"SAN ANDRES SOLAGA",3,0
20098,"SAN ANDRES TEOTILALPAM",4,0
20074,"SANTA CATARINA QUIOQUITANI",1,0
20076,"LA REFORMA",2,0
20190,"SAN JUAN COTZOCON",15,0
20078,"ROJAS DE CUAUHTEMOC",1,0
20077,"REYES ETLA",3,0
20081,"SAN AGUSTIN ATENANGO",2,0
20094,"SAN ANDRES NUXINO",2,0
20080,"SAN AGUSTIN AMATENGO",3,0
20084,"SAN AGUSTIN ETLA",1,0
20082,"SAN AGUSTIN CHAYUCO",1,0
20086,"SAN AGUSTIN TLACOTEPEC",1,0
20083,"SAN AGUSTIN DE LAS JUNTAS",3,0
20092,"SAN ANDRES IXTLAHUACA",1,0
20087,"SAN AGUSTIN YATARENI",3,0
20089,"SAN ANDRES DINICUITI",1,0
20090,"SAN ANDRES HUAXPALTEPEC",4,0
20091,"SAN ANDRES HUAYAPAM",1,0
20095,"SAN ANDRES PAXTLAN",1,0
20100,"SAN ANDRES YAA",1,0
20101,"SAN ANDRES ZABACHE",1,0
20102,"SAN ANDRES ZAUTLA",1,0
20233,"SAN LUCAS QUIAVINI",1,0
20103,"SAN ANTONINO CASTILLO VELASCO",1,0
20104,"SAN ANTONINO EL ALTO",3,0
20105,"SAN ANTONINO MONTE VERDE",6,0
20107,"SAN ANTONIO DE LA CAL",3,0
20108,"SAN ANTONIO HUITEPEC",3,0
20109,"SAN ANTONIO NANAHUATIPAM",2,0
20110,"SAN ANTONIO SINICAHUA",1,0
20111,"SAN ANTONIO TEPETLAPA",2,0
20527,"SANTOS REYES PAPALO",1,0
20116,"SAN BARTOLOME AYAUTLA",1,0
20114,"SAN BALTAZAR YATZACHI EL BAJO",1,0
20172,"SAN JUAN ACHIUTLA",1,0
20115,"SAN BARTOLO COYOTEPEC",8,0
20413,"SANTA MARIA HUATULCO",72,0
20119,"SAN BARTOLOME YUCUANE",1,0
20120,"SAN BARTOLOME ZOOGOCHO",2,0
20121,"SAN BARTOLO SOYALTEPEC",0,1
20014,"CIUDAD IXTEPEC",21,0
20015,"COATECAS ALTAS",3,0
20123,"SAN BERNARDO MIXTEPEC",2,0
20122,"SAN BARTOLO YAUTEPEC",2,0
20528,"SANTOS REYES TEPEJILLO",2,0
20124,"HEROICA VILLA DE SAN BLAS ATEMPA",0,1
20129,"SAN CRISTOBAL SUCHIXTLAHUACA",1,0
20206,"SAN JUAN DE LOS CUES",2,0
20126,"SAN CRISTOBAL AMATLAN",2,0
20020,"CONSTANCIA DEL ROSARIO",5,0
20127,"SAN CRISTOBAL AMOLTEPEC",1,0
20128,"SAN CRISTOBAL LACHIRIOAG",1,0
20529,"SANTOS REYES YUCUNA",0,1
20131,"SAN DIONISIO OCOTEPEC",3,0
20130,"SAN DIONISIO DEL MAR",6,0
20152,"SAN FRANCISCO TLAPANCINGO",1,0
20153,"SAN GABRIEL MIXTEPEC",6,0
20132,"SAN DIONISIO OCOTLAN",1,0
20135,"SAN FELIPE TEJALAPAM",3,0
20136,"SAN FELIPE USILA",4,0
20137,"SAN FRANCISCO CAHUACUA",2,0
20139,"SAN FRANCISCO CHAPULAPA",0,1
20142,"SAN FRANCISCO HUEHUETLAN",1,0
20140,"SAN FRANCISCO CHINDUA",1,0
20141,"SAN FRANCISCO DEL MAR",2,0
20160,"SAN JERONIMO SILACAYOAPILLA",1,0
20143,"SAN FRANCISCO IXHUATAN",7,0
20144,"SAN FRANCISCO JALTEPETONGO",2,0
20145,"SAN FRANCISCO LACHIGOLO",1,0
20531,"SANTO TOMAS MAZALTEPEC",1,0
20146,"SAN FRANCISCO LOGUECHE",1,0
20147,"SAN FRANCISCO NUXANO",0,1
20148,"SAN FRANCISCO OZOLOTEPEC",1,0
20150,"SAN FRANCISCO TELIXTLAHUACA",6,0
20151,"SAN FRANCISCO TEOPAN",1,0
20157,"SAN JACINTO AMILPAS",3,0
20248,"SAN MATEO DEL MAR",5,0
20158,"SAN JACINTO TLACOTEPEC",2,0
20162,"SAN JERONIMO TAVICHE",3,0
20164,"SAN JORGE NUCHITA",3,0
20176,"SAN JUAN BAUTISTA COIXTLAHUACA",5,0
20165,"SAN JOSE AYUQUILA",1,0
20167,"SAN JOSE DEL PENASCO",1,0
20530,"SANTO TOMAS JALIEZA",2,0
20187,"SAN JUAN COATZOSPAM",1,0
20171,"SAN JOSE TENANGO",8,0
20188,"SAN JUAN COLORADO",7,0
20173,"SAN JUAN ATEPEC",0,1
20174,"ANIMAS TRUJANO",2,0
20191,"SAN JUAN CHICOMEZUCHIL",1,0
20196,"SAN JUAN EVANGELISTA ANALCO",1,0
20178,"SAN JUAN BAUTISTA GUELACHE",2,0
20197,"SAN JUAN GUELAVIA",2,0
20180,"SAN JUAN BAUTISTA LO DE SOTO",1,0
20204,"SAN JUAN LAJARCIA",1,0
20181,"SAN JUAN BAUTISTA SUCHITEPEC",1,0
20480,"SANTIAGO NUNDICHE",2,0
20182,"SAN JUAN BAUTISTA TLACOATZINTEPEC",1,0
20183,"SAN JUAN BAUTISTA TLACHICHILCO",1,0
20189,"SAN JUAN COMALTEPEC",2,0
20192,"SAN JUAN CHILATECA",1,0
20193,"SAN JUAN DEL ESTADO",1,0
20464,"SANTIAGO IHUITLAN PLUMAS",1,0
20194,"SAN JUAN DEL RIO",8,0
20194,"SAN JUAN DEL RIO",1,0
20194,"SAN JUAN DEL RIO",71,0
20195,"SAN JUAN DIUXI",1,0
20199,"SAN JUAN IHUALTEPEC",1,0
20200,"SAN JUAN JUQUILA MIXES",2,0
20201,"SAN JUAN JUQUILA VIJANOS",4,0
20202,"SAN JUAN LACHAO",3,0
20203,"SAN JUAN LACHIGALLA",3,0
20210,"SAN JUAN NUMI",9,0
20208,"SAN JUAN MIXTEPEC",0,1
20209,"SAN JUAN MIXTEPEC",0,1
20566,"SAN MATEO YUCUTINDOO",0,1
20215,"SAN JUAN SAYULTEPEC",0,1
20218,"SAN JUAN TEITA",1,0
20284,"SAN MIGUEL TILQUIAPAM",1,0
20216,"SAN JUAN TABAA",2,0
20217,"SAN JUAN TAMAZOLA",4,0
20219,"SAN JUAN TEITIPAC",1,0
20221,"SAN JUAN TEPOSCOLULA",2,0
20222,"SAN JUAN YAEE",1,0
20223,"SAN JUAN YATZONA",1,0
20541,"TANETZE DE ZARAGOZA",7,0
20498,"SANTIAGO YAVEO",2,0
20224,"SAN JUAN YUCUITA",1,0
20225,"SAN LORENZO",4,0
20016,"COICOYAN DE LAS FLORES",3,0
20226,"SAN LORENZO ALBARRADAS",1,0
20228,"SAN LORENZO CUAUNECUILTITLA",1,0
20229,"SAN LORENZO TEXMELUCAN",3,0
20231,"SAN LUCAS CAMOTLAN",1,0
20232,"SAN LUCAS OJITLAN",11,0
20234,"SAN LUCAS ZOQUIAPAM",4,0
20235,"SAN LUIS AMATLAN",2,0
20236,"SAN MARCIAL OZOLOTEPEC",1,0
20239,"SAN MARTIN HUAMELULPAM",1,0
20240,"SAN MARTIN ITUNYOSO",3,0
20241,"SAN MARTIN LACHILA",1,0
20242,"SAN MARTIN PERAS",3,0
20243,"SAN MARTIN TILCAJETE",1,0
20244,"SAN MARTIN TOXPALAN",5,0
20249,"SAN MATEO YOLOXOCHITLAN",0,1
20525,"SANTO DOMINGO ZANATEPEC",10,0
20526,"SANTOS REYES NOPALA",12,0
20245,"SAN MARTIN ZACATEPEC",2,0
20269,"SAN MIGUEL EL GRANDE",7,0
20247,"CAPULALPAM DE MENDEZ",2,0
20250,"SAN MATEO ETLATONGO",1,0
20255,"SAN MATEO SINDIHUI",1,0
20252,"SAN MATEO PENASCO",2,0
20257,"SAN MELCHOR BETAZA",0,1
20258,"SAN MIGUEL ACHIUTLA",3,0
20259,"SAN MIGUEL AHUEHUETITLAN",1,0
20260,"SAN MIGUEL ALOAPAM",1,0
20268,"SAN MIGUEL EJUTLA",1,0
20276,"SAN MIGUEL SANTA FLOR",1,0
20281,"SAN MIGUEL TECOMATLAN",0,1
20274,"SAN MIGUEL PIEDRAS",2,0
20532,"SANTO TOMAS OCOTEPEC",5,0
20280,"VILLA TALEA DE CASTRO",3,0
20533,"SANTO TOMAS TAMAZULAPAN",4,0
20368,"SANTA CATARINA MINAS",1,0
20282,"SAN MIGUEL TENANGO",2,0
20052,"MAGDALENA TEQUISISTLAN",4,0
20283,"SAN MIGUEL TEQUIXTEPEC",1,0
20535,"SAN VICENTE LACHIXIO",3,0
20286,"SAN MIGUEL TLACOTEPEC",4,0
20285,"SAN MIGUEL TLACAMAMA",1,0
20288,"SAN MIGUEL YOTAO",0,1
20289,"SAN NICOLAS",2,0
20289,"SAN NICOLAS",1,0
20290,"SAN NICOLAS HIDALGO",2,0
20292,"SAN PABLO CUATRO VENADOS",1,0
20380,"SANTA CRUZ PAPALUTLA",1,0
20294,"SAN PABLO HUITZO",2,0
20043,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",0,1
20295,"SAN PABLO HUIXTEPEC",5,0
20538,"SITIO DE XITLAPEHUA",1,0
20296,"SAN PABLO MACUILTIANGUIS",0,1
20297,"SAN PABLO TIJALTEPEC",1,0
20304,"SAN PEDRO COXCALTEPEC CANTAROS",0,1
20299,"SAN PABLO YAGANIZA",1,0
20300,"SAN PEDRO AMUZGOS",2,0
20308,"SAN PEDRO HUILOTEPEC",2,0
20301,"SAN PEDRO APOSTOL",2,0
20311,"SAN PEDRO JALTEPETONGO",1,0
20302,"SAN PEDRO ATOYAC",1,0
20303,"SAN PEDRO CAJONOS",1,0
20305,"SAN PEDRO COMITANCILLO",2,0
20321,"SAN PEDRO NOPALA",1,0
20332,"SAN PEDRO TOPILTEPEC",1,0
20307,"SAN PEDRO HUAMELULA",12,0
20312,"SAN PEDRO JICAYAN",6,0
20313,"SAN PEDRO JOCOTIPAC",1,0
20314,"SAN PEDRO JUCHATENGO",2,0
20079,"SALINA CRUZ",79,0
20331,"SAN PEDRO TIDAA",1,0
20315,"SAN PEDRO MARTIR",0,1
20316,"SAN PEDRO MARTIR QUIECHAPA",1,0
20207,"SAN JUAN MAZATLAN",13,0
20317,"SAN PEDRO MARTIR YUCUXACO",2,0
20356,"SANTA ANA DEL VALLE",1,0
20319,"SAN PEDRO MIXTEPEC",0,1
20320,"SAN PEDRO MOLINOS",1,0
20322,"SAN PEDRO OCOPETATILLO",1,0
20323,"SAN PEDRO OCOTEPEC",2,0
20325,"SAN PEDRO QUIATONI",8,0
20326,"SAN PEDRO SOCHIAPAM",1,0
20328,"SAN PEDRO TAVICHE",1,0
20335,"SAN PEDRO YANERI",2,0
20336,"SAN PEDRO YOLOX",2,0
20339,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",2,0
20340,"SAN PEDRO Y SAN PABLO TEQUIXTEPEC",4,0
20341,"SAN PEDRO YUCUNAMA",0,1
20342,"SAN RAYMUNDO JALPAN",2,0
20343,"SAN SEBASTIAN ABASOLO",2,0
20345,"SAN SEBASTIAN IXCAPA",4,0
20346,"SAN SEBASTIAN NICANANDUTA",1,0
20347,"SAN SEBASTIAN RIO HONDO",2,0
20539,"SOLEDAD ETLA",1,0
20211,"SAN JUAN OZOLOTEPEC",3,0
20212,"SAN JUAN PETLAPA",1,0
20213,"SAN JUAN QUIAHIJE",1,0
20348,"SAN SEBASTIAN TECOMAXTLAHUACA",14,0
20349,"SAN SEBASTIAN TEITIPAC",1,0
20540,"VILLA DE TAMAZULAPAM DEL PROGRESO",6,0
20350,"SAN SEBASTIAN TUTLA",4,0
20352,"SAN SIMON ZAHUATLAN",1,0
20353,"SANTA ANA",1,0
20353,"SANTA ANA",11,0
20354,"SANTA ANA ATEIXTLAHUACA",1,0
20355,"SANTA ANA CUAUHTEMOC",1,0
20358,"SANTA ANA TLAPACOYAN",1,0
20360,"SANTA ANA ZEGACHE",1,0
20361,"SANTA CATALINA QUIERI",0,1
20362,"SANTA CATARINA CUIXTLA",1,0
20363,"SANTA CATARINA IXTEPEJI",3,0
20369,"SANTA CATARINA QUIANE",1,0
20370,"SANTA CATARINA TAYATA",1,0
20381,"SANTA CRUZ TACACHE DE MINA",4,0
20372,"SANTA CATARINA YOSONOTU",1,0
20373,"SANTA CATARINA ZAPOQUILA",0,1
20374,"SANTA CRUZ ACATEPEC",0,1
20293,"SAN PABLO ETLA",10,0
20375,"SANTA CRUZ AMILPAS",2,0
20376,"SANTA CRUZ DE BRAVO",1,0
20382,"SANTA CRUZ TACAHUA",1,0
20383,"SANTA CRUZ TAYATA",1,0
20384,"SANTA CRUZ XITLA",1,0
20386,"SANTA CRUZ ZENZONTEPEC",6,0
20387,"SANTA GERTRUDIS",1,0
20179,"SAN JUAN BAUTISTA JAYACATLAN",1,0
20388,"SANTA INES DEL MONTE",1,0
20390,"SANTA LUCIA DEL CAMINO",5,0
20408,"SANTA MARIA DEL ROSARIO",0,1
20391,"SANTA LUCIA MIAHUATLAN",1,0
20418,"SANTA MARIA JALAPA DEL MARQUES",3,0
20392,"SANTA LUCIA MONTEVERDE",7,0
20393,"SANTA LUCIA OCOTLAN",1,0
20394,"SANTA MARIA ALOTEPEC",2,0
20395,"SANTA MARIA APAZCO",1,0
20396,"SANTA MARIA LA ASUNCION",0,1
20397,"HEROICA CIUDAD DE TLAXIACO",19,0
20398,"AYOQUEZCO DE ALDAMA",1,0
20399,"SANTA MARIA ATZOMPA",3,0
20400,"SANTA MARIA CAMOTLAN",1,0
20402,"SANTA MARIA CORTIJO",2,0
20154,"SAN ILDEFONSO AMATLAN",1,0
20155,"SAN ILDEFONSO SOLA",0,1
20156,"SAN ILDEFONSO VILLA ALTA",4,0
20403,"SANTA MARIA COYOTEPEC",1,0
20419,"SANTA MARIA JALTIANGUIS",1,0
20405,"VILLA DE CHILAPA DE DIAZ",1,0
20409,"SANTA MARIA DEL TULE",5,0
20264,"SAN MIGUEL CHICAHUA",3,0
20411,"SANTA MARIA GUELACE",1,0
20106,"SAN ANTONIO ACUTLA",0,1
20198,"SAN JUAN GUICHICOVI",22,0
20365,"SANTA CATARINA LACHATAO",3,0
20002,"ACATLAN DE PEREZ FIGUEROA",26,0
20006,"ASUNCION NOCHIXTLAN",11,0
20008,"ASUNCION TLACOLULITA",1,0
20009,"AYOTZINTEPEC",3,0
20010,"EL BARRIO DE LA SOLEDAD",11,0
20055,"MARISCALA DE JUAREZ",9,0
20412,"SANTA MARIA GUIENAGATI",2,0
20414,"SANTA MARIA HUAZOLOTITLAN",4,0
20415,"SANTA MARIA IPALAPA",4,0
20287,"SAN MIGUEL TULANCINGO",1,0
20291,"SAN PABLO COATLAN",4,0
20298,"SAN PABLO VILLA DE MITLA",2,0
20385,"SANTA CRUZ XOXOCOTLAN",17,0
20416,"SANTA MARIA IXCATLAN",1,0
20420,"SANTA MARIA LACHIXIO",2,0
20023,"CUILAPAM DE GUERRERO",5,0
20306,"SAN PEDRO EL ALTO",2,0
20310,"SAN PEDRO IXTLAHUACA",1,0
20421,"SANTA MARIA MIXTEQUILLA",2,0
20309,"SAN PEDRO IXCATLAN",4,0
20324,"SAN PEDRO POCHUTLA",24,0
20337,"SAN PEDRO Y SAN PABLO AYUTLA",5,0
20351,"SAN SIMON ALMOLONGAS",1,0
20425,"SANTA MARIA PAPALO",1,0
20426,"SANTA MARIA PENOLES",2,0
20427,"SANTA MARIA PETAPA",6,0
20428,"SANTA MARIA QUIEGOLANI",0,1
20432,"SANTA MARIA TEMAXCALAPA",1,0
20429,"SANTA MARIA SOLA",2,0
20430,"SANTA MARIA TATALTEPEC",1,0
20431,"SANTA MARIA TECOMAVACA",6,0
20021,"COSOLAPA",7,0
20175,"SAN JUAN BAUTISTA ATATLAHUCA",1,0
20270,"SAN MIGUEL HUAUTLA",0,1
20433,"SANTA MARIA TEMAXCALTEPEC",0,1
20436,"SANTA MARIA TEXCATITLAN",1,0
20452,"SANTIAGO APOSTOL",1,0
20442,"SANTA MARIA YALINA",1,0
20438,"SANTA MARIA TLALIXTAC",1,0
20434,"SANTA MARIA TEOPOXCO",3,0
20444,"SANTA MARIA YOLOTEPEC",1,0
20443,"SANTA MARIA YAVESIA",0,1
20445,"SANTA MARIA YOSOYUA",1,0
20448,"SANTA MARIA ZANIZA",1,0
20449,"SANTA MARIA ZOQUITLAN",3,0
20462,"SANTIAGO HUAJOLOTITLAN",3,0
20453,"SANTIAGO ASTATA",5,0
20454,"SANTIAGO ATITLAN",2,0
20455,"SANTIAGO AYUQUILILLA",1,0
20458,"SANTIAGO COMALTEPEC",2,0
20461,"SANTIAGO DEL RIO",1,0
20465,"SANTIAGO IXCUINTEPEC",3,0
20466,"SANTIAGO IXTAYUTLA",11,0
20468,"SANTIAGO JOCOTEPEC",7,0
20470,"SANTIAGO LACHIGUIRI",7,0
20471,"SANTIAGO LALOPA",0,1
20472,"SANTIAGO LAOLLAGA",3,0
20473,"SANTIAGO LAXOPA",3,0
20474,"SANTIAGO LLANO GRANDE",3,0
20475,"SANTIAGO MATATLAN",4,0
20476,"SANTIAGO MILTEPEC",1,0
20389,"SANTA INES YATZECHE",2,0
20478,"SANTIAGO NACALTEPEC",2,0
20479,"SANTIAGO NEJAPILLA",1,0
20012,"CANDELARIA LOXICHA",4,0
20028,"HEROICA CIUDAD DE EJUTLA DE CRESPO",6,0
20039,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",24,0
20064,"NEJAPA DE MADERO",5,0
20066,"SANTIAGO NILTEPEC",2,0
20067,"OAXACA DE JUAREZ",80,0
20068,"OCOTLAN DE MORELOS",6,0
20073,"PUTLA VILLA DE GUERRERO",20,0
20085,"SAN AGUSTIN LOXICHA",4,0
20088,"SAN ANDRES CABECERA NUEVA",2,0
20483,"SANTIAGO SUCHILQUITONGO",7,0
20486,"VILLA TEJUPAM DE LA UNION",1,0
20093,"SAN ANDRES LAGUNAS",1,0
20113,"SAN BALTAZAR LOXICHA",1,0
20487,"SANTIAGO TENANGO",1,0
20488,"SANTIAGO TEPETLAPA",0,1
20496,"SANTIAGO XIACUI",2,0
20509,"SANTO DOMINGO DE MORELOS",1,0
20557,"UNION HIDALGO",5,0
20560,"VILLA DIAZ ORDAZ",2,0
20038,"VILLA HIDALGO YALALAG",0,1
20238,"HEROICO SAN MARTIN DE LOS CANSECOS",0,1
21180,"TLAHUAPAN",11,0
21080,"ATLEQUIZAYAN",1,0
21087,"JOLALPAN",4,0
21088,"JONOTLA",3,0
21081,"IXCAMILPA DE GUERRERO",2,0
21083,"IXTACAMAXTITLAN",22,0
21197,"XICOTEPEC",32,0
21193,"TZICATLACOYAN",3,0
21192,"TUZAMAPAN DE GALEANA",2,0
21215,"ZONGOZOTLA",3,0
21191,"TULCINGO",6,0
21216,"ZOQUIAPAN",2,0
21199,"XIUTETELCO",13,0
21198,"XICOTLAN",2,0
21178,"TLACUILOTEPEC",7,0
21105,"OCOTEPEC",5,0
21105,"OCOTEPEC",3,0
21132,"SAN MARTIN TEXMELUCAN",30,0
21143,"SAN SALVADOR EL VERDE",7,0
21176,"TILAPA",1,0
21174,"TEZIUTLAN",23,0
21171,"TEPEYAHUALCO DE CUAUHTEMOC",1,0
21103,"NICOLAS BRAVO",2,0
21102,"NEALTICAN",2,0
21142,"SAN SALVADOR EL SECO",10,0
21101,"NAUZONTLA",2,0
21100,"NAUPAN",8,0
21099,"CANADA MORELOS",15,0
21098,"MOLCAXAC",2,0
21001,"ACAJETE",20,0
21001,"ACAJETE",8,0
21182,"TLANEPANTLA",1,0
21201,"XOCHILTEPEC",1,0
21110,"PALMAR DE BRAVO",10,0
21109,"PAHUATLAN",7,0
21067,"GUADALUPE VICTORIA",15,0
21067,"GUADALUPE VICTORIA",3,0
21147,"SANTA INES AHUATEMPAN",3,0
21204,"YAONAHUAC",4,0
21108,"ORIENTAL",8,0
21066,"GUADALUPE",14,0
21066,"GUADALUPE",35,0
21066,"GUADALUPE",4,0
21066,"GUADALUPE",49,0
21167,"TEPETZINTLA",14,0
21167,"TEPETZINTLA",11,0
21166,"TEPEOJUMA",5,0
21065,"GENERAL FELIPE ANGELES",6,0
21181,"TLALTENANGO",1,0
21064,"FRANCISCO Z. MENA",12,0
21148,"SANTA ISABEL CHOLULA",11,0
21063,"ESPERANZA",9,0
21217,"ZOQUITLAN",5,0
21207,"ZACAPOAXTLA",34,0
21214,"ZINACATEPEC",3,0
21059,"CHINANTLA",1,0
21058,"CHILCHOTLA",6,0
21057,"HONEY",11,0
21056,"CHILA DE LA SAL",2,0
21107,"OLINTLA",4,0
21106,"OCOYUCAN",4,0
21055,"CHILA",2,0
21200,"XOCHIAPULCO",3,0
21051,"CHIETLA",21,0
21050,"CHICHIQUILA",5,0
21096,"MAZAPILTEPEC DE JUAREZ",3,0
21095,"LA MAGDALENA TLATLAUQUITEPEC",2,0
21094,"LIBRES",18,0
21093,"LAFRAGUA",5,0
21092,"JUAN N. MENDEZ",3,0
21091,"JUAN GALINDO",11,0
21208,"ZACATLAN",42,0
21090,"JUAN C. BONILLA",2,0
21037,"COYOTEPEC",2,0
21037,"COYOTEPEC",1,0
21035,"COXCATLAN",15,0
21035,"COXCATLAN",11,0
21034,"CORONANGO",8,0
21033,"COHUECAN",1,0
21032,"COHETZALA",1,0
21031,"COATZINGO",1,0
21030,"COATEPEC",2,0
21030,"COATEPEC",18,0
21029,"CAXHUACAN",1,0
21028,"CAMOCUAUTLA",2,0
21020,"ATOYATEMPAN",1,0
21077,"HUEYTLALPAN",2,0
21074,"HUEJOTZINGO",15,0
21022,"ATZITZIHUACAN",4,0
21025,"AYOTOXCO DE GUERRERO",4,0
21177,"TLACOTEPEC DE BENITO JUAREZ",16,0
21075,"HUEYAPAN",1,0
21075,"HUEYAPAN",5,0
21078,"HUITZILAN DE SERDAN",6,0
21079,"HUITZILTEPEC",1,0
21187,"TLAXCO",4,0
21187,"TLAXCO",23,0
21188,"TOCHIMILCO",4,0
21189,"TOCHTEPEC",4,0
21190,"TOTOLTEPEC DE GUERRERO",1,0
21194,"VENUSTIANO CARRANZA",70,0
21194,"VENUSTIANO CARRANZA",191,0
21194,"VENUSTIANO CARRANZA",10,0
21194,"VENUSTIANO CARRANZA",12,0
21184,"TLAPACOYA",3,0
21185,"TLAPANALA",3,0
21082,"IXCAQUIXTLA",4,0
21085,"IZUCAR DE MATAMOROS",30,0
21104,"NOPALUCAN",10,0
21122,"SAN FELIPE TEOTLALCINGO",1,0
21123,"SAN FELIPE TEPATLAN",3,0
21012,"ALJOJUCA",3,0
21013,"ALTEPEXI",3,0
21007,"AHUATLAN",1,0
21011,"ALBINO ZERTUCHE",1,0
21018,"ATEXCAL",3,0
21054,"CHIGNAUTLA",8,0
21127,"SAN JERONIMO XAYACATLAN",2,0
21129,"SAN JOSE MIAHUATLAN",6,0
21130,"SAN JUAN ATENCO",2,0
21213,"ZIHUATEUTLA",11,0
21124,"SAN GABRIEL CHILAC",5,0
21169,"TEPEXI DE RODRIGUEZ",10,0
21159,"TEOPANTLAN",2,0
21156,"TEHUACAN",37,0
21155,"TECOMATLAN",9,0
21154,"TECAMACHALCO",26,0
21172,"TETELA DE OCAMPO",15,0
21179,"TLACHICHUCA",12,0
21153,"TECALI DE HERRERA",11,0
21151,"SANTO TOMAS HUEYOTLIPAN",2,0
21121,"SAN DIEGO LA MESA TOCHIMILTZINGO",1,0
21202,"XOCHITLAN DE VICENTE SUAREZ",5,0
21203,"XOCHITLAN TODOS SANTOS",1,0
21073,"HUEHUETLAN EL CHICO",5,0
21097,"MIXTLA",1,0
21036,"COYOMEAPAN",4,0
21044,"CUYOACO",14,0
21060,"DOMINGO ARENAS",1,0
21061,"ELOXOCHITLAN",5,0
21061,"ELOXOCHITLAN",7,0
21062,"EPATLAN",3,0
21068,"HERMENEGILDO GALEANA",5,0
21072,"HUEHUETLA",17,0
21072,"HUEHUETLA",10,0
21160,"TEOTLALCO",1,0
21161,"TEPANCO DE LOPEZ",9,0
21024,"AXUTLA",1,0
21186,"TLATLAUQUITEPEC",21,0
21170,"TEPEYAHUALCO",9,0
21196,"XAYACATLAN DE BRAVO",2,0
21117,"RAFAEL LARA GRAJALES",9,0
21017,"ATEMPAN",9,0
21019,"ATLIXCO",31,0
21173,"TETELES DE AVILA CASTILLO",2,0
21175,"TIANGUISMANALCO",3,0
21052,"CHIGMECATITLAN",0,1
21069,"HUAQUECHULA",10,0
21168,"TEPEXCO",3,0
21157,"TEHUITZINGO",3,0
21162,"TEPANGO DE RODRIGUEZ",1,0
21209,"ZAPOTITLAN",5,0
21118,"LOS REYES DE JUAREZ",5,0
21119,"SAN ANDRES CHOLULA",43,0
21120,"SAN ANTONIO CANADA",1,0
21125,"SAN GREGORIO ATZOMPA",4,0
21126,"SAN JERONIMO TECUANIPAN",3,0
21128,"SAN JOSE CHIAPA",9,0
21158,"TENAMPULCO",3,0
21053,"CHIGNAHUAPAN",25,0
21002,"ACATENO",4,0
21003,"ACATLAN",12,0
21003,"ACATLAN",19,0
21003,"ACATLAN",1,0
21004,"ACATZINGO",8,0
21005,"ACTEOPAN",2,0
21006,"AHUACATLAN",23,0
21006,"AHUACATLAN",8,0
21008,"AHUAZOTEPEC",25,0
21133,"SAN MARTIN TOTOLTEPEC",1,0
21134,"SAN MATIAS TLALANCALECA",3,0
21135,"SAN MIGUEL IXITLAN",1,0
21137,"SAN NICOLAS BUENOS AIRES",3,0
21138,"SAN NICOLAS DE LOS RANCHOS",3,0
21139,"SAN PABLO ANICANO",2,0
21140,"SAN PEDRO CHOLULA",20,0
21141,"SAN PEDRO YELOIXTLAHUACA",3,0
21205,"YEHUALTEPEC",4,0
21023,"ATZITZINTLA",3,0
21116,"QUIMIXTLAN",6,0
21115,"QUECHOLAC",13,0
21114,"PUEBLA",213,0
21144,"SAN SALVADOR HUIXCOLOTLA",2,0
21145,"SAN SEBASTIAN TLACOTEPEC",8,0
21146,"SANTA CATARINA TLALTEMPAN",1,0
21149,"SANTIAGO MIAHUATLAN",9,0
21150,"HUEHUETLAN EL GRANDE",2,0
21010,"AJALPAN",17,0
21014,"AMIXTLAN",3,0
21015,"AMOZOC",12,0
21016,"AQUIXTLA",4,0
21021,"ATZALA",1,0
21026,"CALPAN",4,0
21027,"CALTEPEC",3,0
21165,"TEPEMAXALCO",1,0
21152,"SOLTEPEC",5,0
21206,"ZACAPALA",2,0
21211,"ZARAGOZA",15,0
21211,"ZARAGOZA",6,0
21211,"ZARAGOZA",15,0
21211,"ZARAGOZA",3,0
21212,"ZAUTLA",12,0
21163,"TEPATLAXCO DE HIDALGO",3,0
21049,"CHICONCUAUTLA",7,0
21048,"CHIAUTZINGO",6,0
21047,"CHIAUTLA",15,0
21047,"CHIAUTLA",7,0
21195,"VICENTE GUERRERO",16,0
21195,"VICENTE GUERRERO",8,0
21164,"TEPEACA",21,0
21046,"CHAPULCO",2,0
21210,"ZAPOTITLAN DE MENDEZ",2,0
21136,"SAN MIGUEL XOXTLA",3,0
21045,"CHALCHICOMULA DE SESMA",23,0
21043,"CUETZALAN DEL PROGRESO",24,0
21084,"IXTEPEC",3,0
21086,"JALPAN",5,0
21042,"CUAYUCA DE ANDRADE",5,0
21113,"PIAXTLA",4,0
21131,"SAN JUAN ATZOMPA",2,0
