"CVEGEO","NOMGEO","IM_2020","no_IM_2020","IE","no_IE","TCVCU","no_TCVCU","ICE","no_ICE"
"14125","San Ignacio Cerro Gordo",57.5154870793624,0,0.07901352700843,0,39,0,11.7386088469624,0
"14072","San Diego de Alejandría",57.4509303493604,0,0.0433946635678125,0,35,0,11.6925290951751,0
"14066","Poncitlán",56.4942336993815,0,0.334894983186387,0,33,0,11.8222566216646,0
"14110","Unión de Tula",58.4865609129276,0,0.102864380599555,0,71,0,11.6099477441055,0
"14092","Teocuitatlán de Corona",56.0448422210952,0,0.068427532964586,0,50,0,11.2610071871341,0
"14091","Teocaltiche",57.1148795594554,0,0.222159771526309,0,40,0,11.7508925106921,0
"14002","Acatlán de Juárez",58.7390304017307,0,0.117051101600745,0,28,0,12.2271772231853,0
"14003","Ahualulco de Mercado",59.1647776340978,0,0.141870326906867,0,35,0,12.2752649161012,0
"14005","Amatitán",58.2852514149864,0,0.0739456360581144,0,26,0,12.0947341890784,0
"14109","Unión de San Antonio",55.7614463904937,0,0.0940606317655646,0,33,0,11.4268191691027,0
"14108","Tuxpan",57.9724592480987,0,0.217728208054091,0,17,0,12.2550340263708,0
"14088","Tecolotlán",57.8511448403694,0,0.113587218388748,0,70,0,11.4889933403133,0
"14090","Tenamaxtlán",56.9529360653482,0,0.0579504477057978,0,86,0,11.0377838435137,0
"14071","San Cristóbal de la Barranca",54.382333089295,0,0.0211949777250889,0,73,0,10.6089019991194,0
"14068","Villa Purificación",56.0086274912701,0,0.0672335783333245,0,107,0,10.5576353711847,0
"14067","Puerto Vallarta",59.7578031009193,0,2.38585583760036,0,3,0,15.0740188746796,0
"14114","Villa Corona",57.4551970641766,0,0.0733465008868967,0,37,0,11.7476200753774,0
"14107","Tuxcueca",56.2111456884431,0,0.0407487566346141,0,57,0,11.1963810787478,0
"14106","Tuxcacuesco",54.6741648285152,0,0.0687300347328364,0,65,0,10.7951686117858,0
"14025","Colotlán",58.3835945582496,0,0.230232178916004,0,68,0,11.7528846377077,0
"14027","Cuautitlán de García Barragán",49.6395203501102,0,0.0614308108437755,0,88,0,9.38099880346224,0
"14028","Cuautla",55.9206484653493,0,0.0166630271900256,0,114,0,10.4348617761173,0
"14011","Atengo",54.6486400613693,0,0.0300497940351033,0,104,0,10.2384820257379,0
"14064","Ojuelos de Jalisco",55.984986616106,0,0.142381039419367,0,47,0,11.3715658412798,0
"14032","Chiquilistlán",55.1020742789416,0,0.022842174669748,0,89,0,10.5355179864919,0
"14030","Chapala",59.0080061263008,0,0.335193156031008,0,32,0,12.4420162277335,0
"14029","Cuquío",55.895252008151,0,0.0837080219332371,0,82,0,10.8568853167173,0
"14094","Tequila",57.9676593594859,0,0.32885264799177,0,39,0,12.1246631940071,0
"14095","Teuchitlán",57.3013674111292,0,0.0377870860232201,0,30,0,11.815517281769,0
"14096","Tizapán el Alto",57.0152420497042,0,0.101747160540096,0,58,0,11.3825747688364,0
"14061","Mezquitic",31.3056684364792,0,0.0863681196709165,0,312,0,2.94769079068473,0
"14060","Mexticacán",56.0956584960145,0,0.0307659381428288,0,66,0,11.0536901845401,0
"14059","Mazamitla",57.8239662753763,0,0.187611970638035,0,69,0,11.5759601344481,0
"14058","Mascota",58.2255869608959,0,0.152334454835229,0,89,0,11.3925373464909,0
"14057","La Manzanilla de la Paz",57.3915315528247,0,0.0350736876133687,0,75,0,11.2629623304305,0
"14056","Santa María del Oro",50.6407720750318,0,0.014148384654331,0,155,0,8.79240294182059,0
"14054","El Limón",57.1860330566606,0,0.0473273134345793,0,49,0,11.5437106984012,0
"14085","Tamazula de Gordiano",57.512424140821,0,0.218337469365492,0,37,0,11.9379875913941,0
"14084","Talpa de Allende",57.0865752530436,0,0.146047274057178,0,108,0,10.8637049011976,0
"14053","Lagos de Moreno",57.7071595290716,0,0.702812491943187,0,8,0,12.814707230538,0
"14052","Juchitlán",56.2586268931912,0,0.0444057821691356,0,81,0,10.9075329400758,0
"14050","Jocotepec",57.5185138592717,0,0.233541175630491,0,42,0,11.845286630365,0
"14031","Chimaltitán",49.6121121567291,0,0.0176168393508513,0,172,0,8.35900821079319,0
"14049","Jilotlán de los Dolores",53.7635807841454,0,0.0315399997071405,0,82,0,10.3532934477874,0
"14048","Jesús María",56.1135908102014,0,0.103573417633013,0,59,0,11.1737941741706,0
"14047","Jamay",57.690577793034,0,0.123240720424494,0,35,0,11.84786257401,0
"14046","Jalostotitlán",58.2101957226458,0,0.185905178561991,0,31,0,12.086550094638,0
"14045","Ixtlahuacán del Río",56.4021063349792,0,0.106669803533917,0,72,0,11.1212651830128,0
"14042","Huejuquilla el Alto",54.5872290457939,0,0.102897355647642,0,110,0,10.2971058536728,0
"14041","Huejúcar",56.41309984568,0,0.0582203400117776,0,57,0,11.2324553469494,0
"14040","Hostotipaquillo",55.1287492832085,0,0.035336828544639,0,70,0,10.778602654618,0
"14038","Guachinango",55.7832171221202,0,0.031326858345604,0,90,0,10.7515987108183,0
"14037","El Grullo",58.650684268875,0,0.222104924248138,0,45,0,12.0760653668607,0
"14036","Etzatlán",58.7912743363854,0,0.157730790979104,0,46,0,12.0440369549882,0
"14035","Encarnación de Díaz",57.3853356938327,0,0.225666612323523,0,23,0,12.0566096940142,0
"14034","Ejutla",56.6053400806101,0,0.0212539318362641,0,71,0,11.1238247137097,0
"14033","Degollado",56.9801420466151,0,0.110573858085322,0,42,0,11.5895399846222,0
"14010","Atemajac de Brizuela",56.186967637558,0,0.0361102291268378,0,69,0,10.9891566162014,0
"14013","Atotonilco el Alto",58.192501513986,0,0.31805357284003,0,35,0,12.2031858198198,0
"14089","Techaluta de Montenegro",55.9364394093109,0,0.00883439963752009,0,34,0,11.377352351596,0
"14026","Concepción de Buenos Aires",58.0194070999676,0,0.0439159737821639,0,74,0,11.3972141108476,0
"14083","Tala",58.5579720860281,0,0.352005884125038,0,20,0,12.5056560183736,0
"14082","Sayula",58.7429088079545,0,0.220293370460609,0,14,0,12.462622028353,0
"14081","Santa María de los Ángeles",55.1148062210707,0,0.0299968649798319,0,69,0,10.7443132244457,0
"14009","El Arenal",58.793772716188,0,0.0914728922574253,0,23,0,12.2953524830826,0
"14008","Arandas",57.9494689342465,0,0.479086323670011,0,40,0,12.2426802671247,0
"14007","San Juanito de Escobedo",57.9549402790243,0,0.0385065221227668,0,46,0,11.7197754872424,0
"14006","Ameca",58.3850413147151,0,0.416697881636926,0,33,0,12.3837587087725,0
"14004","Amacueca",56.3817464491134,0,0.0228464725229588,0,31,0,11.5131681246407,0
"14001","Acatic",56.8976906563699,0,0.123202209593512,0,26,0,11.8269590656223,0
"15021","Coatepec Harinas",53.8645161498103,0,0.0766029430230881,0,54,0,10.6981543163,0
"15011","Atenco",56.987059155138,0,0.132769541677505,0,9,0,12.1080245153828,0
"15004","Almoloya de Alquisiras",54.0692949876164,0,0.0338148137488025,0,62,0,10.6678002530021,0
"15002","Acolman",58.3893321583535,0,0.434466396243064,0,3,0,12.8635765175784,0
"15034","Ecatzingo",56.2483861797893,0,0.0158004149293808,0,29,0,11.5100028610487,0
"15030","Chiconcuac",58.4280052369662,0,0.085323123975469,0,6,0,12.3850681305947,0
"15068","Ozumba",56.085230128654,0,0.0874047923411783,0,18,0,11.7336396701219,0
"15082","Tejupilco",54.033257350005,0,0.292862437413517,0,50,0,11.1603638969575,0
"15028","Chiautla",57.6703008675651,0,0.0603614155620014,0,9,0,12.1924635884888,0
"15019","Capulhuac",58.7882143366636,0,0.120822384736567,0,20,0,12.3383635207946,0
"15118","Zinacantepec",58.3289806504099,0,0.446951678499787,0,11,0,12.7010263919017,0
"15094","Tepetlixpa",56.3165283563294,0,0.100426824476849,0,20,0,11.7388270411475,0
"15074","San Felipe del Progreso",52.2588255953042,0,0.18339507329558,0,51,0,10.702564726347,0
"15036","Hueypoxtla",56.8907355104959,0,0.104087958377316,0,22,0,11.8511401499579,0
"15041","Ixtapan del Oro",52.0516377992046,0,0.0188679960693189,0,63,0,10.1203953452324,0
"15085","Temascalcingo",54.6960360215221,0,0.11739374240571,0,45,0,11.093485263449,0
"15096","Tequixquiac",58.5875685555793,0,0.151145587091031,0,16,0,12.3885454915249,0
"15104","Tlalnepantla de Baz",60.0298154572752,0,2.02393625294292,0,1,0,14.7858292525848,0
"15076","San Mateo Atenco",58.9621005848408,0,0.318503403801083,0,10,0,12.7134173325295,0
"15010","Apaxco",58.0617527169983,0,0.185428867484286,0,25,0,12.2060517052451,0
"15023","Coyotepec",58.455142130742,0,0.0748281895146435,0,8,0,12.3678331320343,0
"15025","Chalco",57.8421149495718,0,0.871372258226031,0,4,0,13.1206634328792,0
"15103","Tlalmanalco",59.0269357545096,0,0.097078902804304,0,12,0,12.4903561003798,0
"15100","Tezoyuca",55.8593612094664,0,0.108285054106961,0,5,0,12.0778997807031,0
"15040","Ixtapan de la Sal",56.3260722540851,0,0.238710931610511,0,46,0,11.6107516283489,0
"15107","Tonatico",57.0838983356463,0,0.0879479739637492,0,48,0,11.5756016780937,0
"15052","Malinalco",54.637655843971,0,0.285780540975985,0,48,0,11.196040636675,0
"15109","Tultitlán",59.9872455123799,0,1.14758303618041,0,1,0,13.8951454154167,0
"15012","Atizapán",57.1814782074509,0,0.0379369862735559,0,18,0,11.8361477104579,0
"15014","Atlacomulco",56.2588100892081,0,0.405059022310933,0,40,0,11.84729081499,0
"15003","Aculco",52.8398605360553,0,0.049073364309131,0,33,0,10.7968792378424,0
"15015","Atlautla",55.5118857552817,0,0.0538394399759198,0,19,0,11.527245722035,0
"15016","Axapusco",56.316356242488,0,0.0568080878319564,0,20,0,11.7116333372026,0
"15005","Almoloya de Juárez",55.0208093575604,0,0.254302099576124,0,19,0,11.6742657569422,0
"15024","Cuautitlán",60.4532758786705,0,0.314667767241261,0,3,0,13.1927574306621,0
"15008","Amatepec",52.7637158822957,0,0.0739933016810038,0,84,0,10.2139154913354,0
"15007","Amanalco",53.5385848546041,0,0.0348968640660561,0,43,0,10.7990470877524,0
"15120","Zumpango",58.5428109545988,0,0.454973398958354,0,12,0,12.7239073464213,0
"15042","Ixtlahuaca",55.2078652199439,0,0.343770663293528,0,31,0,11.6500264297576,0
"15084","Temascalapa",56.8659783014653,0,0.101943978047757,0,18,0,11.9410490778146,0
"15047","Jiquipilco",54.7573328375386,0,0.0626033929034381,0,32,0,11.2129251837372,0
"15022","Cocotitlán",57.7209686239134,0,0.0337631209729645,0,6,0,12.2524269720498,0
"15020","Coacalco de Berriozábal",60.9474221057646,0,0.636438502342801,0,0,0,13.6605392716707,0
"15062","Ocoyoacac",58.6971613524029,0,0.27665622307021,0,14,0,12.5887468021615,0
"15050","Juchitepec",57.0456403746941,0,0.0579001924413413,0,17,0,11.869208440029,0
"15061","Nopaltepec",56.8356593550787,0,0.0278824036792868,0,20,0,11.8140942114338,0
"15101","Tianguistenco",57.0256828517235,0,0.225685857977572,0,23,0,11.9865899993992,0
"15057","Naucalpan de Juárez",59.5112241221154,0,2.12969440148636,0,2,0,14.7626032310009,0
"15105","Tlatlaya",52.1900800672599,0,0.0619574429271275,0,100,0,9.87688878997348,0
"15106","Toluca",59.2839719834847,0,3.83436236864451,0,6,0,16.3891308333087,0
"15116","Zacazonapan",55.5199407529248,0,0.0258775239892414,0,64,0,10.9933884257265,0
"15097","Texcaltitlán",53.5437211461746,0,0.0423777563800811,0,54,0,10.6717370648194,0
"15079","Soyaniquilpan de Juárez",55.7048560989425,0,0.0387668715386659,0,32,0,11.4438179993321,0
"15119","Zumpahuacán",52.2106690237787,0,0.0223966485833509,0,50,0,10.3565874677871,0
"15081","Tecámac",60.1165617134056,0,0.885874634987038,0,2,0,13.6732508830804,0
"15035","Huehuetoca",59.1562287026604,0,0.211942706259538,0,13,0,12.6238400084447,0
"15064","El Oro",54.8532153000352,0,0.0824350365473234,0,49,0,11.0916654393009,0
"15083","Temamatla",56.9616908510154,0,0.0232937270228643,0,10,0,12.0313257482813,0
"15102","Timilpan",55.5768463252931,0,0.0218488767000238,0,47,0,11.2035849248616,0
"15087","Temoaya",55.6308545631773,0,0.132088303364667,0,25,0,11.5307551191764,0
"15066","Otzoloapan",54.0222446615773,0,0.0237170405285581,0,76,0,10.4872895955954,0
"15108","Tultepec",59.7177324368111,0,0.283048729443719,0,4,0,12.9289628644324,0
"15089","Tenango del Aire",57.6397975884192,0,0.0355998604755184,0,13,0,12.0748485448143,0
"15051","Lerma",59.3077941296522,0,0.411850348614952,0,16,0,12.8828910813323,0
"15046","Jilotzingo",56.5783783767566,0,0.0301241922942044,0,33,0,11.6150497922218,0
"15037","Huixquilucan",59.1984328386694,0,0.5015873320235,0,9,0,12.9974975533116,0
"15038","Isidro Fabela",56.2872796236821,0,0.0249181183586197,0,20,0,11.6891290728505,0
"15039","Ixtapaluca",58.9256262064893,0,1.05086025657136,0,2,0,13.5360823925523,0
"15017","Ayapango",56.7473588228833,0,0.0152057921020392,0,11,0,11.9040775359256,0
"15069","Papalotla",57.8103765235517,0,0.0150709123159683,0,12,0,12.1538631959385,0
"15065","Otumba",56.9895755168096,0,0.153068508386251,0,17,0,11.9974610283351,0
"15048","Jocotitlán",56.4647966957885,0,0.128876679348808,0,37,0,11.6237384524322,0
"15121","Cuautitlán Izcalli",60.6330017215897,0,1.28614347083091,0,1,0,14.2369151251363,0
"15080","Sultepec",51.6389489230125,0,0.0584836217137132,0,76,0,10.0130508350934,0
"15071","Polotitlán",56.0249551539035,0,0.0534824218534285,0,22,0,11.6327474033014,0
"15075","San Martín de las Pirámides",57.7114697877946,0,0.114623769083376,0,13,0,12.1873609874796,0
"15072","Rayón",58.2675633844705,0,0.0356559806923204,0,17,0,12.1859485654701,0
"15056","Morelos",51.6659987825431,0,0.0606015108966657,0,47,0,10.3665542274802,0
"15067","Otzolotepec",56.7050122684209,0,0.11969985281063,0,20,0,11.8593943944717,0
"15088","Tenancingo",56.3096708080365,0,0.30797261838935,0,38,0,11.7697594805846,0
"15070","La Paz",57.4383444491744,0,0.70253790027416,0,8,0,12.7771625755129,0
"15078","Santo Tomás",54.9656106906239,0,0.00777933860768884,0,69,0,10.7836332325724,0
"15111","Villa de Allende",52.5274688610171,0,0.0446886736398197,0,44,0,10.5839452355059,0
"15112","Villa del Carbón",53.6074728043998,0,0.137897899629136,0,45,0,10.8820398671146,0
"15091","Teoloyucan",58.8909145602834,0,0.17570336749566,0,8,0,12.5651687305548,0
"15113","Villa Guerrero",54.2232743522467,0,0.119598340510962,0,38,0,10.9993965814508,0
"15006","Almoloya del Río",57.9947011427992,0,0.0232453736161635,0,20,0,12.0165080710743,0
"15123","Luvianos",51.4452145772518,0,0.0828855453187741,0,75,0,10.0927119628764,0
"15099","Texcoco",57.6734713635661,0,0.851923668666561,0,12,0,13.0095138854263,0
"15060","Nicolás Romero",58.6036528944795,0,0.770184423407978,0,4,0,13.1774691017634,0
"15122","Valle de Chalco Solidaridad",57.842075197698,0,0.945533958481671,0,0,0,13.1359120037244,0
"15044","Jaltenco",59.7375364167683,0,0.0605424902710736,0,7,0,12.6533502164752,0
"15110","Valle de Bravo",56.8107855470385,0,0.570771363202727,0,51,0,11.9743070242605,0
"15045","Jilotepec",55.0822462011482,0,0.256907684957292,0,33,0,11.5557150267295,0
"15098","Texcalyacac",58.6034447832486,0,0.0250313284890561,0,26,0,12.0939602364164,0
"15115","Xonacatlán",58.1416849347648,0,0.139896163658267,0,20,0,12.2072707126613,0
"15117","Zacualpan",49.69306767009,0,0.0460746753245225,0,87,0,9.4974479051338,0
"15124","San José del Rincón",51.3136757810849,0,0.0760872935688545,0,62,0,10.2121904929516,0
"15029","Chicoloapan",58.9428380369801,0,0.400445419861268,0,0,0,12.9034790583131,0
"15058","Nezahualcóyotl",59.4154480130066,0,2.76370595386248,0,0,0,15.3650851053551,0
"15092","Teotihuacán",58.2626334105002,0,0.327744588449358,0,11,0,12.5812827162322,0
"15077","San Simón de Guerrero",53.8550805696197,0,0.0182949635493595,0,49,0,10.788200920666,0
"15055","Mexicaltzingo",58.8696477501044,0,0.0655613761110132,0,10,0,12.4566484733658,0
"15054","Metepec",60.4466812707242,0,0.973934441324862,0,7,0,13.8101852717792,0
"15049","Joquicingo",55.6149598163669,0,0.0332290569522215,0,32,0,11.34558253692,0
"15026","Chapa de Mota",54.4480212259194,0,0.0434982266520149,0,46,0,10.9428204400096,0
"15001","Acambay de Ruíz Castañeda",52.7750350397093,0,0.103765808230925,0,45,0,10.7326997971313,0
"15059","Nextlalpan",58.3600958496088,0,0.0954920135260876,0,9,0,12.3516183185741,0
"15086","Temascaltepec",52.9101554133334,0,0.0516142697735884,0,52,0,10.5157019096954,0
"15053","Melchor Ocampo",58.6452834522869,0,0.134209265531639,0,6,0,12.4804000218566,0
"15090","Tenango del Valle",56.7073643694487,0,0.297680999061856,0,22,0,11.9813276893685,0
"15032","Donato Guerra",51.3089834194411,0,0.0405816491729928,0,49,0,10.2600795680614,0
"15125","Tonanitla",58.0334425267733,0,0.0405592546243144,0,10,0,12.2779855389154,0
"15114","Villa Victoria",50.4215142696938,0,0.197427452313622,0,41,0,10.3781248152506,0
"15093","Tepetlaoxtoc",57.1654846883447,0,0.0552724740957411,0,18,0,11.9517056829856,0
"15063","Ocuilan",54.6187612306828,0,0.0735063480040853,0,41,0,11.0753471800723,0
"15073","San Antonio la Isla",59.7193742662461,0,0.0654966841564536,0,13,0,12.6209982542747,0
"15033","Ecatepec de Morelos",59.5106884993079,0,4.18120587983637,0,0,0,16.8172545107637,0
"15013","Atizapán de Zaragoza",60.0444486219667,0,1.09496393528852,0,0,0,13.8699400715758,0
"15027","Chapultepec",58.6309456024267,0,0.0270905483342969,0,15,0,12.2970310381049,0
"15018","Calimaya",58.3860933939114,0,0.107733384135995,0,15,0,12.3348008558562,0
"15009","Amecameca",57.8710471579132,0,0.181401979387959,0,10,0,12.2961666897884,0
"15031","Chimalhuacán",57.8019731893664,0,1.28928332006814,0,0,0,13.4740694690404,0
"15043","Xalatlaco",56.7539379499164,0,0.0631653659102318,0,23,0,11.7450753367026,0
"15095","Tepotzotlán",58.1570885980362,0,0.347456734543117,0,10,0,12.5950489345906,0
"16074","Cojumatlán de Régules",56.2208238524918,0,0.0667204791086409,0,49,0,11.2830939408094,0
"16090","Tingambato",56.2074394192865,0,0.174837350914587,0,41,0,11.4971811271691,0
"16002","Aguililla",54.4348356055634,0,0.14249851414702,0,78,0,10.6433128724468,0
"16003","Álvaro Obregón",56.1158987511239,0,0.110797780525732,0,31,0,11.5294560700929,0
"16004","Angamacutiro",55.3719219297881,0,0.0900100131211858,0,49,0,11.0951280967779,0
"16005","Angangueo",54.7175607291958,0,0.0656877431736596,0,71,0,10.6881661766185,0
"16006","Apatzingán",56.2239695713675,0,1.29885349058877,0,4,0,13.092181964967,0
"16007","Aporo",54.1394548649169,0,0.0246448693853164,0,62,0,10.6250894334347,0
"16008","Aquila",45.8029235033452,0,0.0829938252929994,0,142,0,7.93763907324632,0
"16009","Ario",56.1161324946162,0,0.292968701949698,0,57,0,11.4209994811933,0
"16096","Tumbiscatío",51.9390523450763,0,0.0329704023990274,0,104,0,9.7171080213063,0
"16097","Turicato",51.7136160943774,0,0.179027660411496,0,97,0,9.86233686773376,0
"16106","Yurécuaro",56.3826286444353,0,0.307933940198581,0,26,0,11.7928729344048,0
"16107","Zacapu",57.6541687032487,0,0.843126360839608,0,35,0,12.5957291342579,0
"16108","Zamora",57.8827980507358,0,2.00438412124387,0,4,0,14.1941012895074,0
"16109","Zináparo",56.0782728068268,0,0.0343641382113369,0,39,0,11.3810423511354,0
"16110","Zinapécuaro",55.8575084383995,0,0.383565471547441,0,37,0,11.6825439327375,0
"16010","Arteaga",54.3086513354042,0,0.190437629136282,0,98,0,10.4734794925838,0
"16011","Briseñas",56.1030893074492,0,0.0786356277910891,0,29,0,11.5320238285526,0
"16098","Tuxpan",54.9490922131266,0,0.181134443045782,0,57,0,11.0389290278469,0
"16031","Epitacio Huerta",54.1069094021507,0,0.0797711507030669,0,56,0,10.7684782704874,0
"16032","Erongarícuaro",54.9513810967818,0,0.0641439886589071,0,41,0,11.1422711059153,0
"16077","San Lucas",51.9636423498246,0,0.159505179134805,0,97,0,9.97629542671871,0
"16099","Tuzantla",51.9060997469425,0,0.105005020450492,0,115,0,9.59156727297446,0
"16001","Acuitzio",55.5208332560494,0,0.105594337797978,0,37,0,11.3078705798267,0
"16043","Jacona",57.2443166684179,0,0.423840091009711,0,4,0,12.4203008156768,0
"16044","Jiménez",55.2772616698879,0,0.0759592116065095,0,46,0,11.1247628872511,0
"16045","Jiquilpan",57.5414570062574,0,0.426595707228608,0,35,0,12.1613115624932,0
"16012","Buenavista",54.5733475130326,0,0.334745490071053,0,29,0,11.4204563005584,0
"16013","Carácuaro",52.0859439168709,0,0.0847244120434625,0,131,0,9.42294943316513,0
"16021","Charapan",49.7210255264174,0,0.064295580944689,0,41,0,10.1427540848839,0
"16020","Cuitzeo",55.4465030805843,0,0.193976922758114,0,26,0,11.5192872875956,0
"16019","Cotija",56.5040598607912,0,0.149953334231496,0,54,0,11.4234950242748,0
"16018","Copándaro",54.9168003125041,0,0.0435880349120516,0,30,0,11.2331396884929,0
"16087","Taretan",56.6534560818137,0,0.107873761635837,0,35,0,11.6388100262781,0
"16086","Tanhuato",56.8193987991662,0,0.104638135462222,0,31,0,11.693088583609,0
"16072","Queréndaro",55.8600085888221,0,0.118829045025997,0,44,0,11.3029056362154,0
"16067","Penjamillo",54.8867932882303,0,0.0959396117907708,0,52,0,10.9634519195135,0
"16022","Charo",55.4545219728321,0,0.0776779190226364,0,24,0,11.4275444145414,0
"16079","Salvador Escalante",54.7056721893059,0,0.358559035313306,0,39,0,11.3380438496678,0
"16078","Santa Ana Maya",55.9891267666508,0,0.112021503344651,0,33,0,11.4957612496021,0
"16075","Los Reyes",55.8296249599325,0,0.602379316832281,0,38,0,11.9695459603043,0
"16076","Sahuayo",57.8040980680807,0,1.08274144099266,0,29,0,12.9167271226123,0
"16033","Gabriel Zamora",55.554996717429,0,0.156622298208748,0,30,0,11.5151445671525,0
"16035","La Huacana",53.0841076746778,0,0.249967709244193,0,67,0,10.5979174060749,0
"16036","Huandacareo",56.5076200133437,0,0.187439177689812,0,34,0,11.6602918409252,0
"16037","Huaniqueo",54.3165695782266,0,0.0489543540534708,0,52,0,10.7937119607333,0
"16038","Huetamo",54.1138169169195,0,0.406613035391514,0,124,0,10.3173000213515,0
"16039","Huiramba",55.5738548543853,0,0.0396408606402851,0,28,0,11.3993080861502,0
"16040","Indaparapeo",54.7452629609255,0,0.0984368432191098,0,35,0,11.1451347409776,0
"16041","Irimbo",54.1609900707135,0,0.0876906324013503,0,53,0,10.824445156776,0
"16042","Ixtlán",55.2016207148845,0,0.0751862821506245,0,29,0,11.2639449298404,0
"16049","Madero",52.08992382041,0,0.13785759743439,0,78,0,10.1127089397828,0
"16050","Maravatío",55.1878311554661,0,0.706004543926228,0,37,0,11.8659877295057,0
"16051","Marcos Castellanos",58.7936730414104,0,0.176274244325602,0,60,0,11.9000362691595,0
"16052","Lázaro Cárdenas",58.5704777395138,0,2.42627625341488,0,62,0,14.0979515414734,0
"16053","Morelia",59.3944378250976,0,8.90636309489369,0,3,0,21.5415127062823,0
"16014","Coahuayana",55.4922993564759,0,0.160234816013767,0,52,0,11.2072019865373,0
"16015","Coalcomán de Vázquez Pallares",55.0523571202414,0,0.204422867263693,0,123,0,10.256189566273,0
"16016","Coeneo",54.3965679715301,0,0.0903135508807201,0,48,0,10.9386590909543,0
"16017","Contepec",53.7837857127363,0,0.111297559580612,0,49,0,10.7979912529518,0
"16083","Tancítaro",55.9180696016468,0,0.165844010811738,0,54,0,11.2936811509953,0
"16082","Tacámbaro",56.2759492599652,0,0.53215615201585,0,49,0,11.8130896899883,0
"16081","Susupuato",50.2818045098911,0,0.0255447847195837,0,83,0,9.54685322919479,0
"16056","Nahuatzen",52.1288602183374,0,0.141959794843741,0,40,0,10.650718400178,0
"16080","Senguio",53.9194023375889,0,0.0747236371627755,0,51,0,10.77188362209,0
"16057","Nocupétaro",50.6171391980445,0,0.0605836973854936,0,105,0,9.47345052276588,0
"16034","Hidalgo",55.7161615923254,0,1.30533636459031,0,51,0,12.4071077235236,0
"16058","Nuevo Parangaricutiro",57.3236910088425,0,0.212292448802147,0,17,0,12.0671728944396,0
"16059","Nuevo Urecho",54.3380688688435,0,0.0404891875689565,0,48,0,10.8689461722265,0
"16060","Numarán",55.4871855410346,0,0.0746193954328112,0,36,0,11.2858781025127,0
"16062","Pajacuarán",55.3950634417834,0,0.168928549600536,0,34,0,11.3821943008352,0
"16063","Panindícuaro",55.1031659080392,0,0.0915564433876828,0,49,0,11.024267626194,0
"16064","Parácuaro",54.0615146534101,0,0.154172529439467,0,23,0,11.2098948177232,0
"16105","Vista Hermosa",56.6624752994663,0,0.17670688263624,0,28,0,11.7516402417363,0
"16065","Paracho",54.1371733923324,0,0.322394912228539,0,33,0,11.406410703104,0
"16089","Tepalcatepec",56.4405324427355,0,0.344731037191203,0,56,0,11.5552826579914,0
"16061","Ocampo",53.6838880176803,0,0.081008749566574,0,65,0,10.5624312522257,0
"16055","Múgica",55.521034975099,0,0.444632932871178,0,17,0,11.9331021997217,0
"16054","Morelos",54.6421978559205,0,0.0559804927689655,0,52,0,10.9082440780516,0
"16030","Ecuandureo",55.0513164689742,0,0.0727538488073915,0,28,0,11.3031339090365,0
"16029","Churumuco",50.2026295240015,0,0.113773120526333,0,104,0,9.3248669882988,0
"16028","Churintzio",56.1250554840738,0,0.0467168548409897,0,38,0,11.3977547359772,0
"16027","Chucándiro",53.0979527872902,0,0.0261602901920164,0,48,0,10.6667035024115,0
"16026","Chinicuila",52.6845548614317,0,0.0337222966375605,0,127,0,9.52257806686201,0
"16025","Chilchota",54.1673981306571,0,0.165474189068032,0,31,0,11.1603913799973,0
"16024","Cherán",54.522100470383,0,0.214605235093938,0,43,0,11.190515355839,0
"16023","Chavinda",56.1907594320442,0,0.0786108836791806,0,28,0,11.537817117208,0
"16066","Pátzcuaro",56.7188892104449,0,1.08945595730752,0,25,0,12.7686832914087,0
"16068","Peribán",57.3084270374388,0,0.246661345797881,0,37,0,11.8884628360781,0
"16069","La Piedad",58.2799022326766,0,1.16440517227881,0,25,0,13.1813953443481,0
"16070","Purépero",57.7734164944307,0,0.21227842647411,0,32,0,11.9689537524338,0
"16071","Puruándiro",56.1135345519464,0,0.506999580006176,0,36,0,11.8753499937581,0
"16073","Quiroga",55.3159955022962,0,0.238006032983427,0,37,0,11.4093802776229,0
"16091","Tingüindín",56.896149072051,0,0.0889938830884323,0,39,0,11.6114330499163,0
"16113","José Sixto Verduzco",55.6952749999113,0,0.162254129527123,0,36,0,11.4510496215782,0
"16112","Zitácuaro",56.199890625095,0,1.38226710525415,0,39,0,12.779819790836,0
"16085","Tangancícuaro",55.2643211761604,0,0.287784088763301,0,21,0,11.6670132972464,0
"16088","Tarímbaro",57.8355474082491,0,0.20089175893174,0,16,0,12.2623734190927,0
"16092","Tiquicheo de Nicolás Romero",50.4110654756438,0,0.0733411844948088,0,140,0,9.01945183099351,0
"16093","Tlalpujahua",53.2808423535473,0,0.164149393274772,0,56,0,10.7398756336181,0
"16111","Ziracuaretiro",55.744150794406,0,0.112679151996892,0,29,0,11.4702514369618,0
"16101","Tzitzio",48.781870097246,0,0.0440919140028857,0,99,0,9.03536988030769,0
"16100","Tzintzuntzan",54.35921924879,0,0.0694365209395915,0,34,0,11.138605600219,0
"16095","Tocumbo",56.1137722418496,0,0.080154500760632,0,39,0,11.4467921812674,0
"16084","Tangamandapio",54.2513248442696,0,0.15211273744447,0,23,0,11.2291734439728,0
"16102","Uruapan",58.3570321766065,0,3.91291949858072,0,4,0,16.239092867561,0
