clave_ent,entidad,CVEGEO,municipio,homicidio_doloso_prom_diario,robo_veh_violencia_prom_diario,nom_mun_envipe,n_muestra_percepcion,pct_inseguro_municipio,n_inseguro_popw,non_sampled,z_homicidio,z_robo_veh,z_inseguro,composite,rank_composite
20,Oaxaca,20283,San Miguel Tequixtepec,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20284,San Miguel Tilquiápam,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
20,Oaxaca,20285,San Miguel Tlacamama,0.00821917808219178,0.0,,,,0.0,1,-0.12396889643446825,-0.16608729442343717,-0.26405224763674284,-0.1847028128315494,1153
20,Oaxaca,20286,San Miguel Tlacotepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20287,San Miguel Tulancingo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20288,San Miguel Yotao,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20289,San Nicolás,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20290,San Nicolás Hidalgo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20291,San Pablo Coatlán,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20292,San Pablo Cuatro Venados,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20293,San Pablo Etla,0.00273972602739726,0.00821917808219178,SAN PABLO ETLA,9.0,0.661422708618331,7998.584815,0,-0.1732157287348979,-0.13390210911423392,-0.16216679068341952,-0.15642820951085046,864
20,Oaxaca,20294,San Pablo Huitzo,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
20,Oaxaca,20295,San Pablo Huixtepec,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20296,San Pablo Macuiltianguis,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20297,San Pablo Tijaltepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20298,San Pablo Villa de Mitla,0.0,0.00273972602739726,SAN PABLO VILLA DE MITLA,41.0,0.606694816718683,5755.107031,0,-0.19783914488511273,-0.15535889932036942,-0.19074406584824746,-0.18131403668457655,1116
20,Oaxaca,20299,San Pablo Yaganiza,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20300,San Pedro Amuzgos,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20301,San Pedro Apóstol,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20302,San Pedro Atoyac,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20303,San Pedro Cajonos,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20304,San Pedro Coxcaltepec Cántaros,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20305,San Pedro Comitancillo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20306,San Pedro el Alto,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20307,San Pedro Huamelula,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20308,San Pedro Huilotepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20309,San Pedro Ixcatlán,0.0,0.0,SAN PEDRO IXCATLAN,18.0,0.499975921020948,3125.849458,0,-0.19783914488511273,-0.16608729442343717,-0.22423537905789437,-0.19605393945548144,1384
20,Oaxaca,20310,San Pedro Ixtlahuaca,0.00273972602739726,0.0136986301369863,SAN PEDRO IXTLAHUACA,20.0,0.773605793625167,7090.097099,0,-0.1732157287348979,-0.11244531890809842,-0.17373904855428154,-0.1531333653990926,841
20,Oaxaca,20311,San Pedro Jaltepetongo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20312,San Pedro Jicayán,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20313,San Pedro Jocotipac,0.0,0.0,SAN PEDRO JOCOTIPAC,12.0,0.15388483781745,86.79104853,0,-0.19783914488511273,-0.16608729442343717,-0.26294670886413973,-0.20895771605756322,1821
20,Oaxaca,20314,San Pedro Juchatengo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20315,San Pedro Mártir,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20316,San Pedro Mártir Quiechapa,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20317,San Pedro Mártir Yucuxaco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20318,San Pedro Mixtepec Distrito 22,0.0547945205479452,0.00821917808219178,,,,0.0,1,0.29462917811918393,-0.13390210911423392,-0.26405224763674284,-0.03444172621059761,429
20,Oaxaca,20319,San Pedro Mixtepec Distrito 26,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20320,San Pedro Molinos,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20321,San Pedro Nopala,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20322,San Pedro Ocopetatillo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20323,San Pedro Ocotepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20324,San Pedro Pochutla,0.021917808219178,0.00547945205479452,SAN PEDRO POCHUTLA,40.0,0.768458419980255,24096.55068,0,-0.000851815683394814,-0.14463050421730167,0.04288805915685513,-0.03419808691461378,427
20,Oaxaca,20325,San Pedro Quiatoni,0.00821917808219178,0.00273972602739726,,,,0.0,1,-0.12396889643446825,-0.15535889932036942,-0.26405224763674284,-0.18112668113052685,1096
20,Oaxaca,20326,San Pedro Sochiápam,0.0,0.0,SAN PEDRO SOCHIAPAM,37.0,0.486247470583826,1434.430038,0,-0.19783914488511273,-0.16608729442343717,-0.24578057042515317,-0.20323566991123435,1702
20,Oaxaca,20327,San Pedro Tapanatepec,0.0164383561643835,0.00821917808219178,,,,0.0,1,-0.05009864798382428,-0.13390210911423392,-0.26405224763674284,-0.149351001578267,806
20,Oaxaca,20328,San Pedro Taviche,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20329,San Pedro Teozacoalco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20330,San Pedro Teutila,0.0,0.0,SAN PEDRO TEUTILA,19.0,0.243243243243243,683.2702703,0,-0.19783914488511273,-0.16608729442343717,-0.2553487950482819,-0.20642507811894392,1797
20,Oaxaca,20331,San Pedro Tidaá,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20332,San Pedro Topiltepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20333,San Pedro Totolápam,0.00821917808219178,0.00821917808219178,,,,0.0,1,-0.12396889643446825,-0.13390210911423392,-0.26405224763674284,-0.17397441772848166,1031
20,Oaxaca,20334,Villa de Tututepec,0.010958904109589,0.0,VILLA DE TUTUTEPEC,21.0,0.267864845434938,8941.060676,0,-0.09934548028425377,-0.16608729442343717,-0.15016159401595608,-0.13853145624121568,737
20,Oaxaca,20335,San Pedro Yaneri,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20336,San Pedro Yólox,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20337,San Pedro y San Pablo Ayutla,0.00821917808219178,0.00273972602739726,,,,0.0,1,-0.12396889643446825,-0.15535889932036942,-0.26405224763674284,-0.18112668113052685,1096
20,Oaxaca,20338,Villa de Etla,0.00547945205479452,0.0,VILLA DE ETLA,38.0,0.61011208773486,4454.428353,0,-0.14859231258468308,-0.16608729442343717,-0.20731202687167188,-0.17399721129326404,1032
20,Oaxaca,20339,San Pedro y San Pablo Teposcolula,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20341,San Pedro Yucunama,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20342,San Raymundo Jalpan,0.0,0.00273972602739726,SAN RAYMUNDO JALPAN,4.0,0.285763768617942,827.2861101,0,-0.19783914488511273,-0.15535889932036942,-0.25351433057913947,-0.20223745826154058,1692
20,Oaxaca,20343,San Sebastián Abasolo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20344,San Sebastián Coatlán,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20345,San Sebastián Ixcapa,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20346,San Sebastián Nicananduta,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20347,San Sebastián Río Hondo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20348,San Sebastián Tecomaxtlahuaca,0.0136986301369863,0.0,,,,0.0,1,-0.07472206413403858,-0.16608729442343717,-0.26405224763674284,-0.16828720206473954,958
20,Oaxaca,20349,San Sebastián Teitipac,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20350,San Sebastián Tutla,0.0,0.00821917808219178,SAN SEBASTIAN TUTLA,10.0,0.701851364394138,8984.399316,0,-0.19783914488511273,-0.13390210911423392,-0.14960954921774938,-0.160450267739032,893
20,Oaxaca,20351,San Simón Almolongas,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20352,San Simón Zahuatlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20353,Santa Ana,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20354,Santa Ana Ateixtlahuaca,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20355,Santa Ana Cuauhtémoc,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20356,Santa Ana del Valle,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20357,Santa Ana Tavela,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20358,Santa Ana Tlapacoyan,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20359,Santa Ana Yareni,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20360,Santa Ana Zegache,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20361,Santa Catalina Quierí,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20362,Santa Catarina Cuixtla,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20363,Santa Catarina Ixtepeji,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20364,Santa Catarina Juquila,0.010958904109589,0.0,,,,0.0,1,-0.09934548028425377,-0.16608729442343717,-0.26405224763674284,-0.17649500744814461,1055
20,Oaxaca,20365,Santa Catarina Lachatao,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20366,Santa Catarina Loxicha,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20367,Santa Catarina Mechoacán,0.00821917808219178,0.0,SANTA CATARINA MECHOACAN,16.0,0.261897243899138,805.0721277,0,-0.12396889643446825,-0.16608729442343717,-0.25379729085272845,-0.18128449390354462,1114
20,Oaxaca,20368,Santa Catarina Minas,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20369,Santa Catarina Quiané,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20370,Santa Catarina Tayata,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20371,Santa Catarina Ticuá,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20372,Santa Catarina Yosonotú,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20373,Santa Catarina Zapoquila,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20374,Santa Cruz Acatepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20375,Santa Cruz Amilpas,0.00273972602739726,0.0,SANTA CRUZ AMILPAS,5.0,0.833367535399138,7713.649908,0,-0.1732157287348979,-0.16608729442343717,-0.16579627313226541,-0.16836643209686683,963
20,Oaxaca,20376,Santa Cruz de Bravo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20377,Santa Cruz Itundujia,0.0,0.0,SANTA CRUZ ITUNDUJIA,18.0,0.210526315789473,1437.473684,0,-0.19783914488511273,-0.16608729442343717,-0.24574180065891493,-0.20322274665582163,1701
20,Oaxaca,20378,Santa Cruz Mixtepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20379,Santa Cruz Nundaco,0.0,0.0,SANTA CRUZ NUNDACO,18.0,0.444444444444444,803.5555556,0,-0.19783914488511273,-0.16608729442343717,-0.2538166088502224,-0.2059143493862574,1790
20,Oaxaca,20380,Santa Cruz Papalutla,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20381,Santa Cruz Tacache de Mina,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20382,Santa Cruz Tacahua,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20383,Santa Cruz Tayata,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20384,Santa Cruz Xitla,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20385,Santa Cruz Xoxocotlán,0.021917808219178,0.0273972602739726,SANTA CRUZ XOXOCOTLAN,93.0,0.607702131128239,42683.78229,0,-0.000851815683394814,-0.058803343392759645,0.2796510153401367,0.07333195208799408,302
20,Oaxaca,20386,Santa Cruz Zenzontepec,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20387,Santa Gertrudis,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20388,Santa Inés del Monte,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20389,Santa Inés Yatzeche,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20390,Santa Lucía del Camino,0.0,0.00821917808219178,SANTA LUCIA DEL CAMINO,33.0,0.679817559863169,24979.89624,0,-0.19783914488511273,-0.13390210911423392,0.05414005786786574,-0.09253373204382696,551
20,Oaxaca,20391,Santa Lucía Miahuatlán,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20392,Santa Lucía Monteverde,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20393,Santa Lucía Ocotlán,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20394,Santa María Alotepec,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20395,Santa María Apazco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20396,Santa María la Asunción,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,0.00273972602739726,0.0,HEROICA CIUDAD DE TLAXIACO,12.0,0.6,15712.8,0,-0.1732157287348979,-0.16608729442343717,-0.06390361571701259,-0.1344022129584492,719
20,Oaxaca,20398,Ayoquezco de Aldama,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20399,Santa María Atzompa,0.010958904109589,0.0246575342465753,SANTA MARIA ATZOMPA,28.0,0.558109965635738,15878.78663,0,-0.09934548028425377,-0.06953173849582756,-0.061789288740823324,-0.07688883584030155,523
20,Oaxaca,20400,Santa María Camotlán,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20401,Santa María Colotepec,0.0164383561643835,0.00547945205479452,SANTA MARIA COLOTEPEC,18.0,0.333333333333333,5795.0,0,-0.05009864798382428,-0.14463050421730167,-0.1902359117847727,-0.12832168799529955,690
20,Oaxaca,20402,Santa María Cortijo,0.00821917808219178,0.0,,,,0.0,1,-0.12396889643446825,-0.16608729442343717,-0.26405224763674284,-0.1847028128315494,1153
20,Oaxaca,20403,Santa María Coyotepec,0.0,0.0,SANTA MARIA COYOTEPEC,11.0,0.207825479388246,532.8645292,0,-0.19783914488511273,-0.16608729442343717,-0.2572646536676265,-0.20706369765872545,1803
20,Oaxaca,20404,Santa María Chachoápam,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20405,Villa de Chilapa de Díaz,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20406,Santa María Chilchotla,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
20,Oaxaca,20407,Santa María Chimalapa,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20408,Santa María del Rosario,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20409,Santa María del Tule,0.0,0.0,SANTA MARIA DEL TULE,4.0,0.0908548707753479,591.4652087,0,-0.19783914488511273,-0.16608729442343717,-0.2565182019956463,-0.20681488043473206,1801
20,Oaxaca,20410,Santa María Ecatepec,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20411,Santa María Guelacé,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20412,Santa María Guienagati,0.0,0.0,SANTA MARIA GUIENAGATI,18.0,0.341455645803471,675.3992674,0,-0.19783914488511273,-0.16608729442343717,-0.25544905537503915,-0.206458498227863,1798
20,Oaxaca,20413,Santa María Huatulco,0.00821917808219178,0.00273972602739726,,,,0.0,1,-0.12396889643446825,-0.15535889932036942,-0.26405224763674284,-0.18112668113052685,1096
20,Oaxaca,20414,Santa María Huazolotitlán,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20415,Santa María Ipalapa,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
20,Oaxaca,20416,Santa María Ixcatlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20417,Santa María Jacatepec,0.0,0.00273972602739726,SANTA MARIA JACATEPEC,18.0,0.291643224996754,1846.976544,0,-0.19783914488511273,-0.15535889932036942,-0.24052557966735283,-0.1979078746242783,1436
20,Oaxaca,20418,Santa María Jalapa del Marqués,0.0164383561643835,0.0,,,,0.0,1,-0.05009864798382428,-0.16608729442343717,-0.26405224763674284,-0.16007939668133478,886
20,Oaxaca,20419,Santa María Jaltianguis,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20420,Santa María Lachixío,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
20,Oaxaca,20421,Santa María Mixtequilla,0.0164383561643835,0.0,,,,0.0,1,-0.05009864798382428,-0.16608729442343717,-0.26405224763674284,-0.16007939668133478,886
20,Oaxaca,20422,Santa María Nativitas,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20423,Santa María Nduayaco,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20424,Santa María Ozolotepec,0.00547945205479452,0.0,,,,0.0,1,-0.14859231258468308,-0.16608729442343717,-0.26405224763674284,-0.19291061821495437,1277
20,Oaxaca,20425,Santa María Pápalo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20426,Santa María Peñoles,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
20,Oaxaca,20427,Santa María Petapa,0.021917808219178,0.00273972602739726,SANTA MARIA PETAPA,54.0,0.586915313284492,6024.685691,0,-0.000851815683394814,-0.15535889932036942,-0.18731019028222778,-0.114506968428664,636
20,Oaxaca,20428,Santa María Quiegolani,0.0,0.0,SANTA MARIA QUIEGOLANI,12.0,0.576923076923076,738.4615385,0,-0.19783914488511273,-0.16608729442343717,-0.254645772237316,-0.20619073718195527,1794
20,Oaxaca,20429,Santa María Sola,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
